STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,acl00,frequenc,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,HU,2006,11.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,IE,2006,9.4,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,IS,2006,8.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,IT,2006,5.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,LT,2006,3.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,LU,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,LV,2006,4.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,MT,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,NL,2006,13.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,NO,2006,14.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,PL,2006,4.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,PT,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,SE,2006,13.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,SI,2006,7.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,SK,2006,6.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,TR,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,M,UK,2006,13.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,AT,2006,9.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,BE,2006,12.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,BG,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,CY,2006,4.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,CZ,2006,10.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,DE,2006,13.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,DK,2006,15.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,EE,2006,7.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,EL,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,ES,2006,10.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,EU27_2007,2006,10.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,FI,2006,17.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,FR,2006,13.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,HU,2006,12.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,IE,2006,9.6,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,IS,2006,10.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,IT,2006,6.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,LT,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,LU,2006,13.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,LV,2006,5.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,MT,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,NL,2006,13.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,NO,2006,15.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,PL,2006,4.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,PT,2006,6.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,SE,2006,15.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,SI,2006,9.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,SK,2006,7.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,TR,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y45-54,T,UK,2006,14.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,AT,2006,13.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,BE,2006,11.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,BG,2006,1.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,CY,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,CZ,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,DE,2006,16.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,DK,2006,18.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,EE,2006,8.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,EL,2006,2.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,ES,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,EU27_2007,2006,11.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,FI,2006,11.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,FR,2006,16.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,HU,2006,9.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,IE,2006,10.2,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,IS,2006,16.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,IT,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,LT,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,LU,2006,18.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,LV,2006,3.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,MT,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,NL,2006,15.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,NO,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,PL,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,PT,2006,5.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,SE,2006,15.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,SI,2006,11.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,SK,2006,7.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,TR,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,F,UK,2006,15.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,AT,2006,15.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,BE,2006,12.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,BG,2006,1.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,CY,2006,7.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,CZ,2006,7.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,DE,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,DK,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,EE,2006,4.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,EL,2006,1.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,ES,2006,8.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,EU27_2007,2006,10.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,FI,2006,18.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,FR,2006,13.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,HU,2006,11.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,IE,2006,9.1,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,IS,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,IT,2006,5.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,LT,2006,4.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,LU,2006,16.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,LV,2006,3.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,MT,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,NL,2006,18.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,NO,2006,17.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,PL,2006,4.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,PT,2006,5.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,SE,2006,18.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,SI,2006,7.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,SK,2006,8.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,TR,2006,3.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,M,UK,2006,13.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,AT,2006,14.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,BE,2006,11.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,BG,2006,1.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,CY,2006,6.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,CZ,2006,8.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,DE,2006,15.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,DK,2006,16.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,EE,2006,6.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,EL,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,ES,2006,8.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,EU27_2007,2006,11.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,FI,2006,15.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,FR,2006,14.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,HU,2006,10.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,IE,2006,9.6,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,IS,2006,14.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,IT,2006,4.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,LT,2006,5.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,LU,2006,17.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,LV,2006,3.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,MT,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,NL,2006,16.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,NO,2006,15.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,PL,2006,5.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,PT,2006,5.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,SE,2006,17.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,SI,2006,9.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,SK,2006,8.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,TR,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y55-64,T,UK,2006,14.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,AT,2006,9.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,BE,2006,10.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,BG,2006,2.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,CY,2006,5.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,CZ,2006,11.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,DE,2006,13.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,DK,2006,14.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,EE,2006,10.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,EL,2006,2.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,ES,2006,11.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,EU27_2007,2006,10.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,FI,2006,15.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,FR,2006,13.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,HU,2006,13.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,IE,2006,8.2,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,IS,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,IT,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,LT,2006,7.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,LU,2006,13.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,LV,2006,8.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,MT,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,NL,2006,12.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,NO,2006,13.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,PL,2006,6.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,PT,2006,7.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,SE,2006,14.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,SI,2006,9.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,SK,2006,9.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,TR,2006,2.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,F,UK,2006,12.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,AT,2006,8.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,BE,2006,9.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,BG,2006,2.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,CY,2006,5.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,CZ,2006,9.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,DE,2006,11.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,DK,2006,11.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,EE,2006,6.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,EL,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,ES,2006,9.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,EU27_2007,2006,9.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,FI,2006,15.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,FR,2006,11.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,HU,2006,11.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,IE,2006,8.8,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,IS,2006,8.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,IT,2006,5.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,LT,2006,5.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,LU,2006,12.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,LV,2006,7.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,MT,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,NL,2006,12.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,NO,2006,14.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,PL,2006,5.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,PT,2006,5.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,SE,2006,13.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,SI,2006,7.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,SK,2006,8.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,TR,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,M,UK,2006,13.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,AT,2006,9.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,BE,2006,10.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,BG,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,CY,2006,5.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,CZ,2006,10.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,DE,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,DK,2006,12.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,EE,2006,8.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,EL,2006,2.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,ES,2006,10.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,EU27_2007,2006,9.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,FI,2006,15.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,FR,2006,12.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,HU,2006,12.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,IE,2006,8.5,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,IS,2006,10.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,IT,2006,5.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,LT,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,LU,2006,13.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,LV,2006,8.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,MT,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,NL,2006,12.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,NO,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,PL,2006,5.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,PT,2006,6.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,SE,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,SI,2006,8.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,SK,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,TR,2006,3.1,
