STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,1995,9310,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,1996,9605,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,1997,10001,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,1998,10597,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,1999,10869,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2000,11350,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2001,11978,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2002,12465,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2003,13043,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2004,13718,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2005,14460,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2006,15132,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2007,15746,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2008,16399,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2009,17094,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2010,17807,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2011,18250,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2012,18744,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2013,19313,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2014,19873,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2015,20418,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2016,21024,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2017,21549,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2018,22020,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2019,22664,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2020,23061,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2021,23745,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,AT,2022,24272,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,1999,7675,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2000,8026,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2001,8372,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2002,8700,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2003,8943,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2004,9260,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2005,9519,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2006,9865,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2007,10282,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2008,10646,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2009,11008,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2010,11336,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2011,11743,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2012,12159,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2013,12686,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2014,13174,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2015,13822,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2016,14515,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2017,15049,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2018,15732,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2019,16317,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2020,17039,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BE,2021,17652,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2014,15971,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2015,15984,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2016,16232,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2017,16439,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2018,16490,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2019,16536,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2020,16549,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,BG,2021,16503,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,1996,5975,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2000,7343,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2001,7555,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2002,7946,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2003,8659,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2004,8934,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2005,9278,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2006,9665,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2007,9913,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2008,10135,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2009,10539,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2010,10718,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2011,11173,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2012,11816,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2013,12657,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2014,13418,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2015,14100,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2016,14774,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2017,15316,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2018,15785,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2019,16175,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2020,16694,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CH,2021,17373,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,1995,488,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2000,591,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2014,1072,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2015,1145,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2016,1205,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2017,1256,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2018,1347,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2019,1439,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2020,1588,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CY,2021,1716,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1980,10773,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1981,11225,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1982,11693,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1983,12248,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1984,12647,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1985,13055,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1986,13274,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1987,13449,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1988,13865,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1989,14122,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1990,14239,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1991,14098,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1992,14202,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1993,14864,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1994,15444,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1995,15791,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1996,16038,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1997,16490,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1998,16326,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,1999,16666,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2000,17837,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2001,18227,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2002,18533,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2003,18621,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2004,18725,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2005,19028,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2006,19192,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2007,19413,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2008,19575,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2009,19987,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2010,20236,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2011,20675,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2012,21006,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2013,21133,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2019,24439,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2020,25317,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,CZ,2021,25927,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1991,71716,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1992,75050,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1993,79685,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1994,83309,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1995,86235,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1996,88529,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1997,89197,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1998,91433,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,1999,93370,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2000,96102,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2001,98891,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2002,101144,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2003,103056,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2004,105101,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2005,107271,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2006,110735,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2007,114358,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2008,118508,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2009,123138,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2010,128919,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2011,134579,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2012,139239,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2013,145334,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2014,150421,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2015,154568,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2016,159433,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2017,163810,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2018,168169,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2019,173898,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2020,178566,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DE,2021,182346,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1980,1828,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1981,1930,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1982,2302,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1983,2435,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1984,2719,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1985,2832,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1986,2982,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1987,3094,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1988,3242,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1989,3466,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1990,3599,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1991,3699,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1992,4004,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1993,4093,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1994,4253,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1995,4434,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1996,4629,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1997,4958,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1998,5239,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,1999,5460,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2000,5636,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2001,5843,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2002,6241,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2003,6507,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2004,6973,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2005,7461,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2006,7863,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2007,8193,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2008,8663,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2009,9042,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2010,9419,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2011,9848,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2012,10200,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2013,10487,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2014,10788,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2015,11203,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2016,11702,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2017,12306,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2018,12849,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2019,13233,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,DK,2020,13901,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,1998,3040,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,1999,3043,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2000,3003,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2001,2827,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2002,2978,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2003,2999,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2004,3010,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2005,3115,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2006,3142,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2007,3247,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2008,3315,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2009,3243,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2010,3206,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2011,3243,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2012,3213,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2013,3311,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2014,3323,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2015,3350,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2016,3378,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2017,3382,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2018,3383,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2019,3389,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2020,3387,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EE,2021,3336,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,1995,12948,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,1996,13050,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,1997,14099,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,1998,15008,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,1999,15373,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2000,16032,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2001,16600,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2002,17700,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2003,18583,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2004,19385,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2005,20195,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2006,22242,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2007,23480,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2008,24134,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2009,24734,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2010,24946,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2011,25195,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2012,25383,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2013,25647,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2014,26015,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2015,25949,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2016,28047,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2017,27414,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2018,27581,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2019,28307,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2020,28419,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EL,2021,28826,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1980,12600,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1985,16700,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1990,22800,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1996,39733,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1997,42500,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1998,43233,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,1999,45000,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2000,46833,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2001,50133,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2002,54033,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2003,60600,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2004,66200,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2005,68700,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2006,72867,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2007,75633,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2008,78467,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2009,82067,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2010,87833,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2011,90600,be
