STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2006,10752,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2007,10693,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2008,11000,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2009,11122,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2010,11250,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2011,11259,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2012,11256,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2013,11124,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2014,11094,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2015,11135,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2016,11204,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2017,11385,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2018,11459,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2019,11486,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,DK,2020,11621,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,1998,1118,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,1999,1157,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2000,1107,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2001,1036,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2002,1111,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2003,1108,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2004,1110,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2005,1142,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2006,1144,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2007,1123,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2008,1154,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2009,1135,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2010,1113,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2011,1129,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2012,1130,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2013,1084,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2014,1095,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2015,1142,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2016,1170,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2017,1187,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2018,1222,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2019,1214,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2020,1239,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EE,2021,1232,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,1995,28252,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,1996,28461,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,1997,28931,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,1998,29745,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,1999,30751,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2000,31219,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2001,31344,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2002,32647,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2003,33642,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2004,34558,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2005,35361,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2006,37357,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2007,38727,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2008,39110,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2009,39592,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2010,39086,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2011,38950,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2012,38455,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2013,38089,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2014,37891,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2015,37917,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2016,37925,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2017,37826,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2018,37932,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2019,37751,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2020,37768,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EL,2021,37678,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1980,56300,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1985,62000,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1990,56800,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1996,69867,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1997,72367,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1998,74333,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,1999,78200,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2000,80367,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2001,77967,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2002,75634,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2003,75400,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2004,81633,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2005,86067,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2006,88066,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2007,85400,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2008,84433,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2009,84733,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2010,87200,de
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2011,88667,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2012,88900,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2013,88466,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2014,85599,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2015,84733,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2016,81266,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2017,80767,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2018,82433,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2019,90432,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2020,94033,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,ES,2021,90234,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2014,831738,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2015,829255,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2016,832818,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2017,834258,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2018,835292,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2019,862270,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2020,862781,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU27_2020,2021,866083,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2014,925228,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2015,920691,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2016,924966,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2017,928794,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2018,932278,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,EU28,2019,962189,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,1999,7289,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2000,7412,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2001,7350,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2002,7364,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2003,7356,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2004,6736,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2005,6843,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2006,6852,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2007,6917,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2008,6982,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2009,7018,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2010,7071,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2011,7132,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2012,7121,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2013,7199,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2014,7333,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2015,7376,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2016,7312,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2017,7395,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FI,2018,7445,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1990,122565,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1991,123761,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1992,124959,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1993,125198,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1994,124455,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1995,124421,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1996,124245,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1997,124374,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1998,124923,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,1999,125322,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2000,125717,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2001,127012,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2002,128076,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2003,128532,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2004,129279,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2005,129454,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2006,129312,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2007,128463,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2008,128050,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2009,125832,bd
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2010,125544,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2011,120672,bd
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2012,120258,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2013,119972,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2014,119170,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2015,118390,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2016,117528,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2017,116663,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2018,115052,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2019,114959,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2020,113898,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,FR,2021,113294,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2000,4644,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2001,4642,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2002,4616,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2003,4663,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2004,4715,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2005,4701,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2006,4705,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2007,4876,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2008,4823,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2009,4775,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2010,4896,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2011,4900,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2012,4963,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2013,4960,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2014,5050,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2015,5052,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2016,5030,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2017,5107,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2018,5149,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2019,5210,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2020,5192,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HR,2021,5346,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,1995,17411,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,1996,17606,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,1997,17753,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,1998,18025,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,1999,18102,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2000,15318,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2001,16345,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2002,18123,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2003,18581,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2004,16509,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2005,13630,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2006,14921,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2007,13359,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2008,14794,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2009,14390,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2010,13130,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2011,13479,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2012,13969,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2013,14420,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2014,14906,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2015,13451,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2016,13880,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2017,14282,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2018,14521,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2019,14994,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2020,13045,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,HU,2021,13602,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,1996,5089,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,1997,5167,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,1998,5298,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,1999,5448,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2000,5356,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2001,5812,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2002,5947,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2003,6489,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2004,7064,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2006,9986,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2007,10726,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2008,11180,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2009,11288,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2010,11524,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2011,11389,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2012,10617,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2013,10666,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2014,8057,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2015,8332,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2016,8591,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2017,8783,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2018,8845,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2019,8994,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2020,9374,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IE,2021,10797,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2003,792,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2004,789,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2005,796,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2006,800,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2007,800,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2008,797,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2009,789,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2010,773,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2011,746,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2012,746,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2013,754,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2014,759,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2015,782,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2016,818,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2017,817,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2018,829,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2019,834,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2020,893,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IS,2021,872,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2005,231605,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2006,231699,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2007,233086,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2008,233487,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2009,232746,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2010,233129,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2011,235059,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2012,139825,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2013,141497,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2014,140851,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2015,138143,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2016,140303,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2017,139294,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2018,137041,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2019,136093,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,M,IT,2020,132044,
