STRUCTURE,STRUCTURE_ID,freq,unit,yes_no,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,F,SK,2011,205.096,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,F,TR,2011,4755.893,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,F,UK,2011,3041.982,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,AT,2011,569.295,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,BE,2011,428.6,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,BG,2011,216.277,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,CH,2011,290.598,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,CY,2011,23.127,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,CZ,2011,274.11,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,DE,2011,3226.876,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,DK,2011,182.355,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,EE,2011,68.044,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,EL,2011,198.941,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,ES,2011,919.899,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,FI,2011,295.349,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,FR,2011,3312.896,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,HR,2011,206.358,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,HU,2011,395.661,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,IE,2011,74.418,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,IS,2011,12.392,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,IT,2011,1342.924,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,LT,2011,110.143,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,LU,2011,28.37,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,LV,2011,97.805,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,MT,2011,9.439,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,NL,2011,542.173,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,PL,2011,1692.395,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,PT,2011,469.74,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,RO,2011,676.387,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,SE,2011,300.953,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,SI,2011,118.457,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,SK,2011,181.354,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,TR,2011,3404.015,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,M,UK,2011,2643.259,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,AT,2011,1152.8,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,BE,2011,878.136,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,BG,2011,493.877,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,CH,2011,666.349,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,CY,2011,50.195,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,CZ,2011,563.345,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,DE,2011,6246.865,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,DK,2011,389.317,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,EE,2011,144.066,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,EL,2011,449.017,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,ES,2011,2108.724,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,FI,2011,594.258,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,FR,2011,7666.759,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,HR,2011,416.476,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,HU,2011,864.806,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,IE,2011,145.186,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,IS,2011,27.822,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,IT,2011,2980.488,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,LT,2011,255.567,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,LU,2011,62.7,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,LV,2011,232.718,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,MT,2011,19.73,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,NL,2011,1253.997,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,PL,2011,3521.352,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,PT,2011,1095.647,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,RO,2011,1574.671,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,SE,2011,673.338,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,SI,2011,236.148,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,SK,2011,386.45,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,TR,2011,8159.908,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,TOTAL,T,UK,2011,5685.241,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,AT,2011,18.546,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,BE,2011,8.257,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,CH,2011,19.283,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,CY,2011,0.63,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,CZ,2011,3.769,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,DE,2011,90.151,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,DK,2011,5.908,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,EL,2011,3.471,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,ES,2011,18.888,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,FI,2011,4.864,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,FR,2011,125.564,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,HU,2011,4.737,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,IE,2011,3.265,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,IS,2011,2.032,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,IT,2011,21.456,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,LU,2011,0.754,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,NL,2011,18.27,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,PL,2011,22.355,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,PT,2011,11.184,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,RO,2011,16.144,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,SE,2011,20.715,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,SK,2011,3.554,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,TR,2011,183.974,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,F,UK,2011,151.785,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,AT,2011,21.364,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,BE,2011,16.386,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,CH,2011,21.88,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,CY,2011,1.633,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,CZ,2011,5.626,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,DE,2011,107.91,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,DK,2011,7.445,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,EE,2011,2.754,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,EL,2011,4.265,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,ES,2011,22.077,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,FI,2011,11.673,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,FR,2011,86.093,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,HU,2011,7.581,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,IE,2011,3.617,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,IS,2011,1.172,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,IT,2011,32.048,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,LT,2011,5.495,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,LU,2011,0.569,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,NL,2011,19.843,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,PL,2011,43.003,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,PT,2011,11.984,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,RO,2011,23.054,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,SE,2011,15.414,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,SI,2011,1.527,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,SK,2011,3.88,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,TR,2011,185.839,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,M,UK,2011,119.451,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,AT,2011,39.911,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,BE,2011,24.643,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,BG,2011,11.492,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,CH,2011,41.162,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,CY,2011,2.263,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,CZ,2011,9.394,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,DE,2011,198.061,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,DK,2011,13.353,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,EE,2011,4.962,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,EL,2011,7.736,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,ES,2011,40.965,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,FI,2011,16.537,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,FR,2011,211.656,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,HU,2011,12.318,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,IE,2011,6.881,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,IS,2011,3.204,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,IT,2011,53.504,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,LT,2011,8.288,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,LU,2011,1.323,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,LV,2011,4.206,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,NL,2011,38.114,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,PL,2011,65.358,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,PT,2011,23.168,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,RO,2011,39.199,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,SE,2011,36.13,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,SI,2011,2.418,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,SK,2011,7.434,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,TR,2011,369.812,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y15-24,T,UK,2011,271.236,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,AT,2011,55.02,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,BE,2011,47.641,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,BG,2011,16.365,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,CH,2011,42.581,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,CY,2011,1.403,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,CZ,2011,15.039,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,DE,2011,287.455,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,DK,2011,23.166,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,EE,2011,5.878,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,EL,2011,12.838,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,ES,2011,95.022,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,FI,2011,23.916,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,FR,2011,458.995,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,HR,2011,6.151,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,HU,2011,19.057,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,IE,2011,9.356,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,IS,2011,1.793,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,IT,2011,108.647,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,LT,2011,7.84,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,LU,2011,4.058,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,LV,2011,8.344,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,NL,2011,66.539,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,PL,2011,112.18,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,PT,2011,49.655,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,RO,2011,43.678,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,SE,2011,34.246,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,SI,2011,5.122,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,SK,2011,13.828,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,TR,2011,564.771,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,F,UK,2011,314.95,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,AT,2011,53.959,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,BE,2011,42.244,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,BG,2011,15.046,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,CH,2011,35.576,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,CY,2011,2.067,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,CZ,2011,20.234,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,DE,2011,312.663,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,DK,2011,24.481,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,EE,2011,6.935,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,EL,2011,17.514,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,ES,2011,88.154,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,FI,2011,31.74,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,FR,2011,357.785,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,HR,2011,7.446,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,HU,2011,18.87,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,IE,2011,9.069,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,IS,2011,2.282,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,IT,2011,117.913,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,LT,2011,9.411,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,LU,2011,3.758,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,LV,2011,8.699,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,NL,2011,54.048,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,PL,2011,140.867,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,PT,2011,37.583,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,RO,2011,47.642,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,SE,2011,35.192,
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,SI,2011,9.527,u
dataflow,ESTAT:HLTH_DE050(1.0),A,THS,NO,PB1040,Y25-34,M,SK,2011,17.035,
