STRUCTURE,STRUCTURE_ID,freq,unit,med_spec,indic_ed,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2005,45922.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2006,48810.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2007,52085.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2008,54822.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2009,57727.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2010,60561.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2011,62577.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2012,63530.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2013,63921.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,PT,2014,65261.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2010,116546.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2011,118065.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2012,120267.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2013,123377.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2014,126985.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2015,130908.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2016,151749.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2017,153376.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2018,154427.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2019,154516.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2020,161658.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,RO,2021,165632.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2000,85733.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2001,87079.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2002,89110.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2003,90447.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2004,92017.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2005,94159.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2006,96097.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2007,97812.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2008,98897.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2009,99726.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2010,101244.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2011,102245.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2012,103274.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2013,104288.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2014,105021.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2015,104226.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2016,105205.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2017,106193.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2018,106993.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2019,107719.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SE,2020,106505.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2010,4316.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2011,4472.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2012,4532.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2013,4777.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2014,5003.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2015,5326.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2017,6576.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2018,7090.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2019,7963.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2020,8858.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,SI,2021,8898.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2000,69529.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2001,72568.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2002,72343.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2003,74418.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2004,75667.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2005,78079.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2006,82508.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2007,94529.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2008,99769.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2009,105023.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2010,114607.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2011,124792.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2012,134657.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2013,139227.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2014,142033.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_IN,TR,2015,152347.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,AT,2019,12177.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,AT,2020,12662.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,AT,2021,13968.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2000,679.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2001,768.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2002,841.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2003,921.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2004,1021.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2005,1142.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2006,1290.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2007,1505.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2008,1767.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2009,2064.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2010,2419.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2011,2843.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2012,3725.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2013,4629.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2014,5411.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2015,6128.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2016,6752.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2017,7215.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2018,7889.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2019,8420.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2020,8990.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2021,9526.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,BE,2022,9953.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2010,8618.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2011,9037.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2012,11553.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2013,15872.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2014,16756.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2015,17765.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2016,18352.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2017,18403.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2018,18122.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2019,19208.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2020,19947.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,CH,2021,19721.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2012,50000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2013,54000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2014,59000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2015,63000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2016,61000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2017,70000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2018,82000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2019,88000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2020,92000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DE,2021,96000.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2000,821.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2001,808.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2002,817.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2003,786.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2004,805.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2005,793.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2006,825.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2007,842.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2008,970.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2009,1100.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2010,1092.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2011,1081.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2012,1073.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2013,1044.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2014,1035.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2015,1014.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2016,1039.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2017,1052.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2018,1090.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2019,1100.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,DK,2020,1100.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2009,1.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2010,3.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2011,4.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2012,4.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2013,4.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2014,4.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2015,8.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2016,10.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2017,16.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2018,20.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2019,23.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2020,26.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2021,29.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EE,2022,32.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2005,206.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2006,311.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2007,348.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2008,393.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2009,423.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2010,433.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2011,437.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2012,440.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2013,446.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2014,449.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,EL,2015,451.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2000,139.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2001,156.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2002,178.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2003,192.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2004,229.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2005,287.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2006,355.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2007,432.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2008,521.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2009,646.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2010,797.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2011,969.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2012,1163.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2013,1311.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2014,1424.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2015,1466.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2016,1486.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2017,1511.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2018,1532.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2019,1561.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FI,2020,1598.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2000,6331.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2001,7029.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2002,7953.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2003,8969.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2004,9767.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2005,10316.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2006,10759.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2007,10841.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2008,11266.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2009,11964.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2010,12646.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2011,13627.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2012,14783.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2013,15623.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2014,16402.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2015,17146.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2016,17743.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2017,18194.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2018,18709.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2019,19030.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2020,19285.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,FR,2021,19876.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HR,2017,364.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HR,2018,401.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HR,2019,428.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HR,2020,443.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HR,2021,465.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2013,650.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2014,803.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2015,880.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2016,907.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2017,953.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2018,995.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2019,1010.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2020,1035.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,HU,2021,1032.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IE,2021,29834.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IE,2022,33270.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2000,1701.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2001,2206.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2002,3369.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2003,5627.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2004,8390.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2005,11708.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2006,15304.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2007,18227.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2008,20143.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2009,21684.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2010,22774.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2011,23621.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2012,23915.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2013,24074.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2014,23953.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2015,24246.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2016,23308.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2017,22121.00,
dataflow,ESTAT:HLTH_RS_WKMG2(1.0),A,NR,NRS,TNG_OUT,IT,2018,21561.00,
