STRUCTURE,STRUCTURE_ID,freq,unit,physact,sex,age,lev_limit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SEV,SK,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SEV,SK,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SEV,TR,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SEV,TR,2019,0.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SEV,UK,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,AT,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,AT,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,BE,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,BG,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,BG,2019,1.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,CY,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,CY,2019,2.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,CZ,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,CZ,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,DE,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,DE,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,DK,2014,21.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,DK,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EE,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EE,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EL,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EL,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,ES,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,ES,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EU27_2020,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EU27_2020,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,EU28,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,FI,2014,21.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,FI,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,FR,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,FR,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,HR,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,HR,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,HU,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,HU,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IE,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IE,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IS,2014,33.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IS,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IT,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,IT,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LT,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LT,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LU,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LU,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LV,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,LV,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,MT,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,MT,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,NL,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,NO,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,NO,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,PL,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,PL,2019,2.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,PT,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,PT,2019,2.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,RO,2019,0.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,RS,2019,0.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SE,2014,21.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SE,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SI,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SI,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SK,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,SK,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,TR,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,TR,2019,0.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y45-64,SM_SEV,UK,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,AT,2014,23.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,AT,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,BE,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,BG,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,BG,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,CY,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,CY,2019,0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,CZ,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,CZ,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,DE,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,DE,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,DK,2014,82.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,DK,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EE,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EE,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EL,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EL,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,ES,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,ES,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EU27_2020,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EU27_2020,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,EU28,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,FI,2014,19.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,FI,2019,28.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,FR,2014,4.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,FR,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,HR,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,HR,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,HU,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,HU,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IE,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IE,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IS,2014,38.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IS,2019,25.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IT,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,IT,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LT,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LU,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LU,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LV,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,LV,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,MT,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,MT,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,NL,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,NO,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,NO,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,PL,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,PL,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,PT,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,PT,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,RS,2019,0.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SE,2014,19.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SE,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SI,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SI,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SK,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,SK,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,TR,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,TR,2019,0.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,MOD,UK,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,AT,2014,25.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,AT,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,BE,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,BG,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,BG,2019,1.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,CY,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,CY,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,CZ,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,CZ,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,DE,2014,23.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,DE,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,DK,2014,23.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,DK,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EE,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EE,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EL,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EL,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,ES,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,ES,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EU27_2020,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EU27_2020,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,EU28,2014,10.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,FI,2014,21.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,FI,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,FR,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,FR,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,HR,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,HR,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,HU,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,HU,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IE,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IE,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IS,2014,38.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IS,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IT,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,IT,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LT,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LU,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LU,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LV,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,LV,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,MT,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,MT,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,NL,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,NO,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,NO,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,PL,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,PL,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,PT,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,PT,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,RO,2014,0.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,RO,2019,0.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,RS,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SE,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SE,2019,35.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SI,2014,15.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SI,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SK,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,SK,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,TR,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,TR,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,NONE,UK,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,SEV,AT,2014,19.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,SEV,AT,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,SEV,BE,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO_MSC,T,Y55-64,SEV,BG,2014,1.7,
