STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,wrkstat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,C,TOTAL,EU_V,2005,84,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,C,WST_1,EU_V,2005,62,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,C,WST_2,EU_V,2005,16,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,C,WST_9,EU_V,2005,6,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,D,TOTAL,EU_V,2005,513,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,D,WST_1,EU_V,2005,295,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,D,WST_2,EU_V,2005,177,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,D,WST_9,EU_V,2005,41,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,E,TOTAL,EU_V,2005,47,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,E,WST_1,EU_V,2005,26,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,E,WST_2,EU_V,2005,19,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,F,TOTAL,EU_V,2005,641,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,F,WST_1,EU_V,2005,308,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,F,WST_2,EU_V,2005,241,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,F,WST_9,EU_V,2005,92,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,G,TOTAL,EU_V,2005,193,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,G,WST_1,EU_V,2005,66,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,G,WST_2,EU_V,2005,105,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,G,WST_9,EU_V,2005,22,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,H,TOTAL,EU_V,2005,14,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,H,WST_1,EU_V,2005,8,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,H,WST_2,EU_V,2005,5,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,I,TOTAL,EU_V,2005,362,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,I,WST_1,EU_V,2005,110,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,I,WST_2,EU_V,2005,226,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,I,WST_9,EU_V,2005,26,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,J,TOTAL,EU_V,2005,15,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,J,WST_1,EU_V,2005,6,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,J,WST_2,EU_V,2005,7,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,K,TOTAL,EU_V,2005,93,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,K,WST_1,EU_V,2005,34,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,K,WST_2,EU_V,2005,47,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,K,WST_9,EU_V,2005,12,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,L,TOTAL,EU_V,2005,50,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,L,WST_1,EU_V,2005,18,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,L,WST_2,EU_V,2005,25,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,L,WST_9,EU_V,2005,7,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,M,TOTAL,EU_V,2005,25,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,M,WST_1,EU_V,2005,10,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,M,WST_2,EU_V,2005,12,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,N,TOTAL,EU_V,2005,20,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,N,WST_1,EU_V,2005,7,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,N,WST_2,EU_V,2005,12,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,O,TOTAL,EU_V,2005,58,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,O,WST_1,EU_V,2005,31,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,O,WST_2,EU_V,2005,22,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,O,WST_9,EU_V,2005,5,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,TOTAL,TOTAL,EU_V,2005,2379,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,TOTAL,WST_1,EU_V,2005,1156,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,TOTAL,WST_2,EU_V,2005,974,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,TOTAL,WST_9,EU_V,2005,249,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,TOTAL,T,UNK,TOTAL,EU_V,2005,4,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y15-17,T,TOTAL,TOTAL,EU_V,2005,5,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y18-24,T,TOTAL,TOTAL,EU_V,2005,166,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y18-24,T,TOTAL,WST_1,EU_V,2005,95,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y18-24,T,TOTAL,WST_2,EU_V,2005,50,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y18-24,T,TOTAL,WST_9,EU_V,2005,21,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y25-34,T,TOTAL,TOTAL,EU_V,2005,524,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y25-34,T,TOTAL,WST_1,EU_V,2005,226,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y25-34,T,TOTAL,WST_2,EU_V,2005,236,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y25-34,T,TOTAL,WST_9,EU_V,2005,62,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y35-44,T,TOTAL,TOTAL,EU_V,2005,583,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y35-44,T,TOTAL,WST_1,EU_V,2005,281,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y35-44,T,TOTAL,WST_2,EU_V,2005,235,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y35-44,T,TOTAL,WST_9,EU_V,2005,67,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y45-54,T,TOTAL,TOTAL,EU_V,2005,701,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y45-54,T,TOTAL,WST_1,EU_V,2005,357,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y45-54,T,TOTAL,WST_2,EU_V,2005,286,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y45-54,T,TOTAL,WST_9,EU_V,2005,58,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y55-64,T,TOTAL,TOTAL,EU_V,2005,344,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y55-64,T,TOTAL,WST_1,EU_V,2005,160,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y55-64,T,TOTAL,WST_2,EU_V,2005,150,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y55-64,T,TOTAL,WST_9,EU_V,2005,34,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y_GE65,T,TOTAL,TOTAL,EU_V,2005,56,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y_GE65,T,TOTAL,WST_1,EU_V,2005,34,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y_GE65,T,TOTAL,WST_2,EU_V,2005,15,
dataflow,ESTAT:HSW_AW_WS1(1.0),A,NR,FAT,Y_GE65,T,TOTAL,WST_9,EU_V,2005,7,
