STRUCTURE,STRUCTURE_ID,freq,unit,severity,sex,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1993,4856,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1994,3875,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1995,3869,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1996,6528,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1997,9250,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1998,8123,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,1999,7587,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2000,7143,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2001,6050,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2002,6266,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2003,5822,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2004,5323,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2005,5223,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2006,4974,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,AT,2007,3796,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1993,168,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1994,144,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1995,192,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1996,212,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1997,198,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1998,178,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,1999,217,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2000,196,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2001,156,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2002,148,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2003,139,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2004,142,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2005,117,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2006,98,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,BE,2007,85,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,CH,2004,294,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,CH,2005,335,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,CH,2006,271,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,CH,2007,279,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1994,32042,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1995,30003,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1996,28863,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1997,26262,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1998,26905,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,1999,31572,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2000,29921,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2001,27599,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2002,24566,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2003,22017,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2004,20395,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2005,15453,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2006,15313,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DE,2007,14418,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1994,508,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1995,420,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1996,600,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1997,196,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1998,196,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,1999,384,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2000,286,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2001,278,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2002,298,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2003,246,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2004,300,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2005,287,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2006,343,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,DK,2007,312,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1993,83,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1994,83,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1995,73,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1996,73,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1997,33,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1998,83,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,1999,32,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2000,16,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2001,38,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2002,22,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2003,32,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2004,38,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2005,44,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2006,54,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,EL,2007,25,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1993,3782,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1994,4147,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1995,5112,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1996,5324,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1997,6754,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1998,8271,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,1999,8053,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2000,7107,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2001,6475,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2002,6053,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2003,6639,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2004,6386,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2005,5982,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2006,6197,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,ES,2007,6612,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1993,326,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1994,155,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1995,159,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1996,151,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1997,173,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1998,151,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,1999,171,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2000,163,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2001,1591,b
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2002,1592,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2003,1487,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2004,1525,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2005,1592,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2006,1621,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FI,2007,360,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1993,3813,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1994,3901,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1995,3784,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1996,3986,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1997,3988,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1998,3988,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,1999,4037,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2000,4017,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2001,4012,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2002,3983,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2003,4013,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2004,3973,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2005,3975,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2006,64,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,FR,2007,49,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1993,17,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1994,14,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1995,29,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1996,33,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1997,67,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1998,67,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,1999,155,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2000,76,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2001,317,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2002,192,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2003,138,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2004,150,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2005,261,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2006,220,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IE,2007,194,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1993,47136,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1994,31535,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1995,27603,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1996,33895,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1997,30790,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1998,27188,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,1999,25748,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2000,23382,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2001,21009,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2002,16374,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2003,15676,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2004,15143,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2005,14444,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2006,13611,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,IT,2007,12458,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1993,133,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1994,124,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1995,105,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1996,119,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1997,78,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1998,108,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,1999,91,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2000,82,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2001,6,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2002,90,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2003,85,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2004,83,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2005,8,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2006,36,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,LU,2007,34,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1993,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1994,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1995,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1996,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1997,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1998,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,1999,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2000,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2001,0,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2002,52,b
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2003,74,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2004,644,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2005,319,b
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NL,2006,443,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,1995,148,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,1996,148,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,1997,165,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,1998,178,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,1999,258,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2000,200,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2001,213,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2002,200,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2003,173,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2004,110,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2005,168,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2006,123,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,NO,2007,165,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1993,1712,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1994,1779,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1995,1853,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1996,1853,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1997,1169,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1998,1169,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,1999,939,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2000,1381,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2001,1373,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2002,1234,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2003,1263,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2004,1350,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2005,1190,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2006,1334,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,PT,2007,1031,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1993,571,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1994,405,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1995,295,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1996,303,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1997,285,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1998,370,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,1999,305,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2000,323,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2001,283,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2002,354,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2003,297,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2004,245,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2005,324,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2006,255,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,SE,2007,228,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1993,1020,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1994,1164,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1995,1000,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1996,920,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1997,989,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1998,1046,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,1999,1368,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2000,1583,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2001,1690,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2002,1120,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2003,830,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2004,777,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2005,827,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2006,625,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A,UKC-M,2007,940,d
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1993,20391,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1994,19673,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1995,24904,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1996,29580,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1997,17441,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1998,16318,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,1999,16556,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2000,15660,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2001,14085,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2002,14269,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2003,13788,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2004,13692,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2005,13435,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2006,13015,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,AT,2007,11822,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1993,10776,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1994,9546,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1995,12053,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1996,11426,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1997,11361,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1998,12421,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,1999,12244,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2000,13877,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2001,11572,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2002,10845,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2003,9913,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2004,9763,
dataflow,ESTAT:HSW_AW_NNASX(1.0),A,NR,D_GE4,F,A_D-K,BE,2005,9441,
