STRUCTURE,STRUCTURE_ID,freq,unit,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT3,2018,1899.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT3,2019,1869.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT3,2020,1886.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2013,2066.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2014,2047.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2015,2043.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2016,1993.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2017,1931.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2018,1899.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2019,1904,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT31,2020,1891.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2013,2031,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2014,1971.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2015,1852.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2016,1833,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2017,1888.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2018,1894.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2019,1863.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT32,2020,1870.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2013,2020.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2014,2026,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2015,2019.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2016,2078.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2017,1987.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2018,1900.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2019,1818.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT33,2020,1916.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2013,1972.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2014,1860.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2015,1922.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2016,1842.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2017,1920.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2018,1895.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2019,1847.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,AT34,2020,1841.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2013,2716.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2014,2633.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2015,2601.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2016,2508.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2017,2476.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2018,2423.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2019,2386.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE,2020,2363.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2013,2722.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2014,2573.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2015,2378.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2016,2237.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2017,2228.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2018,2267.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2019,2270.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE1,2020,2286.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2013,2722.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2014,2573.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2015,2378.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2016,2237.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2017,2228.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2018,2267.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2019,2270.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE10,2020,2286.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2013,2432.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2014,2366.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2015,2334.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2016,2239.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2017,2220.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2018,2171.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2019,2145.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE2,2020,2102.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2013,2402.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2014,2377.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2015,2341.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2016,2283.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2017,2235,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2018,2188,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2019,2164.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE21,2020,2091.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2013,2199.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2014,2146.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2015,2183.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2016,2138,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2017,2067.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2018,2005.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2019,1961.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE22,2020,2037.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2013,2564.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2014,2435.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2015,2412.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2016,2266.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2017,2307.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2018,2237.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2019,2234.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE23,2020,2169.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2013,2340.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2014,2295.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2015,2186.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2016,2032.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2017,1962.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2018,1973.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2019,1996.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE24,2020,1945,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2013,2585.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2014,2492.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2015,2486.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2016,2409.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2017,2450.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2018,2374.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2019,2285.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE25,2020,2245,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2013,3146.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2014,3038,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2015,3072.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2016,2987.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2017,2925.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2018,2846,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2019,2781.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE3,2020,2790.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2013,2302.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2014,2149.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2015,2107.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2016,2157.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2017,2113.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2018,2082.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2019,2100.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE31,2020,2048.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2013,3379.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2014,3291.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2015,3390.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2016,3271.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2017,3167.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2018,3087.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2019,2947.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE32,2020,2977.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2013,3040.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2014,2883.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2015,2956.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2016,2903.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2017,2878.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2018,2816.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2019,2844.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE33,2020,2888.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2013,3244.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2014,3217.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2015,3159.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2016,2935,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2017,2918.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2018,2795.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2019,2642.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE34,2020,2732,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2013,3371.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2014,3301.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2015,3190.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2016,3111.9,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2017,3052.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2018,2913.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2019,2827.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BE35,2020,2695,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2013,4277.2,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2014,4249.3,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2015,4227.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2016,4223,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2017,4118.1,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2018,4084.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2019,4021.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG,2020,4117.5,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2013,4519.8,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2014,4487.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2015,4433.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2016,4481.7,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2017,4389.6,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2018,4399.4,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2019,4349,
dataflow,ESTAT:HLTH_CD_YPYLL(1.0),A,YR,F,A-R_V-Y,BG3,2020,4501,
