STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,NL,2011,25.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,PL,2011,27.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,PT,2011,35.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,RO,2011,59.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,SE,2011,10.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,SI,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,SK,2011,26.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,TR,2011,61.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1040,POP,T,UK,2011,25.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,AT,2011,5.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,BE,2011,6.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,BG,2011,8.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,CH,2011,5.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,CY,2011,13.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,CZ,2011,3.5,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,DE,2011,6.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,DK,2011,5.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,EE,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,EL,2011,13.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,ES,2011,30.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,FI,2011,7.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,FR,2011,8.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,HR,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,HU,2011,9.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,IE,2011,5.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,IS,2011,11.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,IT,2011,19.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,LT,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,LU,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,LV,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,MT,2011,20.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,NL,2011,5.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,PL,2011,3.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,PT,2011,29.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,RO,2011,25.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,SE,2011,3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,SI,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,SK,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,TR,2011,44.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,F,UK,2011,9.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,AT,2011,8.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,BE,2011,20.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,BG,2011,9,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,CH,2011,4.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,CY,2011,21.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,CZ,2011,6.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,DE,2011,8.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,DK,2011,10.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,EE,2011,16.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,EL,2011,31.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,ES,2011,42.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,FI,2011,9.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,FR,2011,13.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,HR,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,HU,2011,17.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,IE,2011,8.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,IS,2011,25.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,IT,2011,32.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,LT,2011,11,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,LU,2011,15.5,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,LV,2011,23.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,MT,2011,33.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,NL,2011,10.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,PL,2011,8.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,PT,2011,48.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,RO,2011,31.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,SE,2011,6.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,SI,2011,4.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,SK,2011,5.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,TR,2011,51.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,M,UK,2011,15.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,AT,2011,6.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,BE,2011,14.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,BG,2011,8.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,CH,2011,5.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,CY,2011,17.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,CZ,2011,5.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,DE,2011,7.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,DK,2011,7.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,EE,2011,13.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,EL,2011,24.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,ES,2011,37.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,FI,2011,8.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,FR,2011,11.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,HR,2011,4.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,HU,2011,13.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,IE,2011,6.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,IS,2011,18.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,IT,2011,27.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,LT,2011,8.3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,LU,2011,12.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,LV,2011,17.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,MT,2011,27.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,NL,2011,8.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,PL,2011,6.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,PT,2011,39.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,RO,2011,29.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,SE,2011,4.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,SI,2011,3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,SK,2011,4.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,TR,2011,49.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,EMP,T,UK,2011,12.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,AT,2011,8.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,BE,2011,7.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,BG,2011,12.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,CH,2011,7.3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,CY,2011,3.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,CZ,2011,4.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,DE,2011,13.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,DK,2011,8.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,EE,2011,8.3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,EL,2011,9.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,ES,2011,17.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,FI,2011,7.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,FR,2011,8.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,HR,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,HU,2011,9.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,IE,2011,10.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,IS,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,IT,2011,12.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,LT,2011,4.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,LU,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,LV,2011,9.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,MT,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,NL,2011,6,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,PL,2011,3.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,PT,2011,11.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,RO,2011,13.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,SE,2011,3.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,SI,2011,2.5,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,SK,2011,5.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,TR,2011,45.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,F,UK,2011,20.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,AT,2011,10.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,BE,2011,9.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,BG,2011,11.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,CH,2011,3.6,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,CY,2011,5.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,CZ,2011,4.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,DE,2011,13.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,DK,2011,9.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,EE,2011,8.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,EL,2011,8.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,ES,2011,22.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,FI,2011,7.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,FR,2011,9.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,HR,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,HU,2011,8.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,IE,2011,14.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,IS,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,IT,2011,14.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,LT,2011,7.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,LU,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,LV,2011,12.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,MT,2011,,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,NL,2011,5.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,PL,2011,5.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,PT,2011,14.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,RO,2011,10.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,SE,2011,5.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,SI,2011,4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,SK,2011,4.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,TR,2011,18.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,M,UK,2011,17.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,AT,2011,9.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,BE,2011,8.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,BG,2011,11.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,CH,2011,5.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,CY,2011,4.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,CZ,2011,4.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,DE,2011,13.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,DK,2011,9.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,EE,2011,8.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,EL,2011,8.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,ES,2011,20.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,FI,2011,7.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,FR,2011,9.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,HR,2011,3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,HU,2011,8.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,IE,2011,12.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,IS,2011,19.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,IT,2011,13.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,LT,2011,5.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,LU,2011,2.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,LV,2011,10.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,MT,2011,15.7,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,NL,2011,5.9,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,PL,2011,4.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,PT,2011,13.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,RO,2011,11.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,SE,2011,4.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,SI,2011,3.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,SK,2011,4.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,TR,2011,35.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,NEMP,T,UK,2011,19.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,AT,2011,6.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,BE,2011,7.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,BG,2011,11.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,CH,2011,5.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,CY,2011,7.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,CZ,2011,4.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,DE,2011,9.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,DK,2011,6.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,EE,2011,8.6,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,EL,2011,9.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,ES,2011,21.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,FI,2011,7.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,FR,2011,8.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,HR,2011,3.2,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,HU,2011,9.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,IE,2011,7.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,IS,2011,12.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,IT,2011,14.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,LT,2011,4.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,LU,2011,4.3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,LV,2011,9.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,MT,2011,18.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,NL,2011,5.9,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,PL,2011,3.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,PT,2011,17.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,RO,2011,16.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,SE,2011,3.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,SI,2011,1.8,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,SK,2011,4.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,TR,2011,44.9,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,F,UK,2011,14.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,AT,2011,8.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,BE,2011,13.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,BG,2011,10.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,CH,2011,4.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,CY,2011,13.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,CZ,2011,5.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,DE,2011,11.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,DK,2011,10.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,EE,2011,12.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,EL,2011,15.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,ES,2011,28.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,FI,2011,8.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,FR,2011,11.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,HR,2011,3.6,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,HU,2011,10.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,IE,2011,12.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,IS,2011,23.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,IT,2011,20.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,LT,2011,8.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,LU,2011,6.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,LV,2011,16.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,MT,2011,26.5,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,NL,2011,9.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,PL,2011,6.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,PT,2011,28.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,RO,2011,18.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,SE,2011,5.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,SI,2011,4.3,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,SK,2011,5.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,TR,2011,36.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,M,UK,2011,16.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,AT,2011,7.8,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,BE,2011,10.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,BG,2011,11.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,CH,2011,5.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,CY,2011,10.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,CZ,2011,4.7,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,DE,2011,10.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,DK,2011,8.3,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,EE,2011,10.4,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,EL,2011,12.6,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,ES,2011,25.2,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,FI,2011,8.0,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,FR,2011,10.1,
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,HR,2011,3.4,u
dataflow,ESTAT:HLTH_DE010(1.0),A,PC,PB1041,POP,T,HU,2011,10.1,
