STRUCTURE,STRUCTURE_ID,freq,unit,barrier,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,NL,2012,450.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,NO,2012,111.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,PL,2012,721.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,PT,2012,220.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,RO,2012,448.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,SE,2012,249.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,SI,2012,59.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,SK,2012,120.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,M,UK,2012,1497.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,AT,2012,598.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,BE,2012,679.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,BG,2012,600.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,CY,2012,37.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,CZ,2012,374.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,DE,2012,5740.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,DK,2012,321.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,EE,2012,89.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,EEA,2012,26221.1,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,EL,2012,607.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,ES,2012,2012.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,EU27_2007,2012,25936.8,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,FI,2012,331.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,FR,2012,2478.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,HU,2012,651.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,IS,2012,19.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,IT,2012,2303.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,LT,2012,212.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,LU,2012,30.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,LV,2012,149.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,MT,2012,20.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,NL,2012,976.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,NO,2012,264.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,PL,2012,1972.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,PT,2012,509.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,RO,2012,942.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,SE,2012,574.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,SI,2012,120.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,SK,2012,340.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,POP,T,UK,2012,3260.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,AT,2012,157.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,BE,2012,114.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,BG,2012,188.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,CY,2012,6.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,CZ,2012,133.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,DE,2012,1038.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,DK,2012,58.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,EE,2012,28.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,EEA,2012,5930.0,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,EL,2012,119.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,ES,2012,365.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,EU27_2007,2012,5892.3,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,FI,2012,75.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,FR,2012,509.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,HU,2012,158.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,IS,2012,1.9,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,IT,2012,640.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,LT,2012,63.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,LU,2012,3.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,LV,2012,51.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,MT,2012,1.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,NL,2012,121.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,NO,2012,35.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,PL,2012,692.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,PT,2012,133.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,RO,2012,276.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,SE,2012,115.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,SI,2012,36.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,SK,2012,128.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,F,UK,2012,673.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,AT,2012,106.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,BE,2012,84.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,BG,2012,146.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,CY,2012,5.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,CZ,2012,82.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,DE,2012,1106.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,DK,2012,31.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,EE,2012,12.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,EEA,2012,4898.5,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,EL,2012,153.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,ES,2012,409.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,EU27_2007,2012,4875.5,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,FI,2012,92.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,FR,2012,511.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,HU,2012,118.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,IS,2012,1.8,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,IT,2012,527.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,LT,2012,26.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,LU,2012,5.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,LV,2012,21.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,MT,2012,4.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,NL,2012,149.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,NO,2012,21.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,PL,2012,273.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,PT,2012,123.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,RO,2012,245.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,SE,2012,101.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,SI,2012,26.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,SK,2012,37.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,M,UK,2012,473.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,AT,2012,263.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,BE,2012,198.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,BG,2012,334.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,CY,2012,12.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,CZ,2012,215.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,DE,2012,2145.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,DK,2012,90.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,EE,2012,40.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,EEA,2012,10828.5,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,EL,2012,273.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,ES,2012,774.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,EU27_2007,2012,10767.8,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,FI,2012,167.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,FR,2012,1021.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,HU,2012,277.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,IS,2012,3.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,IT,2012,1167.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,LT,2012,90.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,LU,2012,8.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,LV,2012,73.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,MT,2012,5.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,NL,2012,271.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,NO,2012,56.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,PL,2012,966.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,PT,2012,257.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,RO,2012,521.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,SE,2012,216.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,SI,2012,62.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,SK,2012,166.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,RET,T,UK,2012,1147.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,AT,2012,16.8,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,BE,2012,17.2,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,BG,2012,62.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,CY,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,CZ,2012,16.1,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,DE,2012,137.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,DK,2012,11.2,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,EE,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,EEA,2012,1273.3,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,EL,2012,49.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,ES,2012,193.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,EU27_2007,2012,1267.7,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,FI,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,FR,2012,142.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,HU,2012,37.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,IS,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,IT,2012,95.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,LT,2012,14.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,LU,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,LV,2012,7.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,MT,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,NL,2012,42.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,NO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,PL,2012,99.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,PT,2012,32.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,RO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,SE,2012,22.6,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,SI,2012,3.9,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,SK,2012,17.8,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,F,UK,2012,230.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,AT,2012,7.2,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,BE,2012,24.5,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,BG,2012,35.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,CY,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,CZ,2012,10.8,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,DE,2012,132.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,DK,2012,12.4,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,EE,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,EEA,2012,1072.8,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,EL,2012,30.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,ES,2012,126.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,EU27_2007,2012,1071.1,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,FI,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,FR,2012,117.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,HU,2012,29.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,IS,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,IT,2012,114.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,LT,2012,11.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,LU,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,LV,2012,5.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,MT,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,NL,2012,24.5,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,NO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,PL,2012,99.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,PT,2012,21.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,RO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,SE,2012,13.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,SI,2012,4.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,SK,2012,12.5,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,M,UK,2012,201.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,AT,2012,24.0,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,BE,2012,41.6,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,BG,2012,97.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,CY,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,CZ,2012,26.9,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,DE,2012,269.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,DK,2012,23.5,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,EE,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,EEA,2012,2346.1,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,EL,2012,80.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,ES,2012,320.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,EU27_2007,2012,2338.8,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,FI,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,FR,2012,259.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,HU,2012,66.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,IS,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,IT,2012,209.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,LT,2012,25.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,LU,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,LV,2012,12.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,MT,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,NL,2012,67.1,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,NO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,PL,2012,199.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,PT,2012,53.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,RO,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,SE,2012,36.3,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,SI,2012,8.5,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,SK,2012,30.3,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD1,UNE,T,UK,2012,431.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,AT,2012,41.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,BE,2012,54.2,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,BG,2012,23.6,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,CY,2012,,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,CZ,2012,20.4,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,DE,2012,800.5,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,DK,2012,40.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,EE,2012,8.9,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,EEA,2012,2489.7,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,EL,2012,19.8,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,ES,2012,141.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,EU27_2007,2012,2423.1,e
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,FI,2012,28.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,FR,2012,267.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,HU,2012,26.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,IS,2012,2.3,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,IT,2012,63.2,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,LT,2012,10.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,LU,2012,4.0,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,LV,2012,13.4,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,MT,2012,0.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,NL,2012,174.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,NO,2012,64.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,PL,2012,96.6,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,PT,2012,16.3,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,RO,2012,35.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,SE,2012,59.3,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,SI,2012,6.7,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,SK,2012,22.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,F,UK,2012,445.8,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,M,AT,2012,47.1,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,M,BE,2012,31.7,
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,M,BG,2012,16.4,u
dataflow,ESTAT:HLTH_DSI015(1.0),A,THS,PTP_LD2-3,EMP,M,CY,2012,,u
