STRUCTURE,STRUCTURE_ID,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2012,60.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2013,61.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2014,64.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2015,57.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2016,67.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2017,61.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2018,53.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2019,54.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2020,54.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CY,2021,63.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2005,58.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2006,58.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2007,64.6,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2008,61.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2009,62.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2010,64.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2011,63.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2012,63.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2013,63.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2014,63.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2015,62.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2016,62.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2017,58.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2018,60.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2019,59.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2020,58.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,CZ,2021,60.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2005,45.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2006,52.9,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2007,52.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2008,46.3,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2009,48.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2010,48.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2011,48.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2012,47.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2013,48.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2014,46.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2015,67.4,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2016,66.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2017,67.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2018,67.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2019,67.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2020,64.6,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DE,2021,64.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2004,84.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2005,83.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2006,80.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2007,80.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2008,73.2,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2009,69.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2010,73.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2011,74.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2012,64.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2013,65.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2014,63.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2015,63.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2016,65.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2017,63.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2018,64.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2019,61.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2020,59.4,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,DK,2021,59.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2004,50.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2005,41.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2006,43.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2007,42.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2008,45.9,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2009,53.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2010,50.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2011,48.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2012,47.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2013,46.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2014,44.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2015,45.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2016,48.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2017,47.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2018,45.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2019,49.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2020,51.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EE,2021,54.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2004,66.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2005,67.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2006,69.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2007,68.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2008,64.5,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2009,63.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2010,63.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2011,64.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2012,60.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2013,58.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2014,57.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2015,59.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2016,58.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2017,59.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2018,58.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2019,60.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2020,59.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EL,2021,61.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2004,64.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2005,65.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2006,65.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2007,65.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2008,63.7,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2009,61.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2010,62.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2011,63.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2012,60.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2013,61.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2014,61.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2015,60.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2016,63.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2017,71.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2018,68.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2019,70.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2020,69.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,ES,2021,62.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2004,65.4,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2005,60.1,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2006,61.0,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2007,60.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2008,57.7,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2009,58.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2010,59.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2011,57.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2012,57.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2013,57.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2014,57.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2015,61.0,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2016,62.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2017,63.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2018,63.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2019,64.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2020,64.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU27_2020,2021,64,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2004,65.3,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2005,61.2,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2006,62.0,e
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2007,61.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2008,58.9,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2009,59.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2010,60.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2011,58.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2012,58.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2013,58.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2014,57.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2015,61.3,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2016,63.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2017,63.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,EU28,2018,63.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2004,48.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2005,45.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2006,49.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2007,55.7,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2008,54.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2009,56.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2010,58.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2011,55.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2012,54.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2014,56.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2015,58.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2016,59.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2017,56.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2018,57.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2019,56.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2020,57.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FI,2021,62.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2004,59.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2005,61.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2006,61.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2007,61.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2008,59.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2009,60.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2010,59.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2011,61.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2012,60.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2013,61.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2014,62.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2015,60.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2016,59.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2017,58.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2018,61.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2019,62.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2020,62.3,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,FR,2021,66.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2010,54.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2011,58.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2012,62.9,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2013,50.2,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2014,52.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2015,44.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2016,47.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2017,47.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2018,45.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2019,44.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2020,47.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HR,2021,50.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2005,47.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2006,49.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2007,50.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2008,50.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2009,52.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2010,52.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2011,54.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2012,57.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2013,57.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2014,56.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2015,54.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2016,59.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2017,60.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2018,61.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2019,60.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2020,64.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,HU,2021,67.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2004,62.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2005,64.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2006,64.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2007,64.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2008,62.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2009,65.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2010,67.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2011,69.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2012,66.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2013,67.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2014,69.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2015,69.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2016,71.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2017,71.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2018,72.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2019,73.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2020,65.6,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IE,2021,69.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2004,73.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2005,73.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2006,78.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2007,85.3,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2008,80.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2009,75.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2010,78.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2011,77.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2012,77.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2013,83.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2014,81.0,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2015,82.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2016,81.1,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2017,72.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IS,2018,71.7,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2004,75.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2005,69.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2006,63.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2007,60.1,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2008,57.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2009,58.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2011,56.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2012,55.2,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2013,54.8,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2014,54.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2015,55.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2016,65.8,b
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2017,62.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2018,62.9,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2019,66.4,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2020,67.3,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,IT,2021,67.5,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,LT,2005,53.6,
dataflow,ESTAT:HLTH_HLYE(1.0),A,PC,M,HLY_PC_50,LT,2006,56.4,
