STRUCTURE,STRUCTURE_ID,freq,age,sex,icd10,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,ED5_6,ES,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,ED5_6,HU,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,ED5_6,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,ED5_6,SK,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,ED5_6,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,AT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,BE,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,CY,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,EL,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,ES,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,HU,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,LV,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,PL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,SI,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,SK,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J41-J44,TOTAL,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,AT,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,BE,2008,8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,CY,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,EL,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,ES,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,HU,2008,5.9,u
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED0-2,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,AT,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,BE,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,CY,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,CZ,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,ES,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,HU,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,LV,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,MT,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,SI,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED3_4,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,AT,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,BE,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,BG,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,CZ,2008,1.7,u
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,ES,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,HU,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,LV,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,MT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,PL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,SK,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,ED5_6,TR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,AT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,BE,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,BG,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,CY,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,CZ,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,EL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,ES,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,HU,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,LV,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,SI,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,SK,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,F,J45,TOTAL,TR,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,BE,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,BG,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,EL,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,ES,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,PL,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED0-2,TR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,AT,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,BE,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,EL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,ES,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,HU,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,LV,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED3_4,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,BE,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,ES,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,PL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,SK,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,ED5_6,TR,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,AT,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,BE,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,BG,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,EL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,ES,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,HU,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,LV,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,MT,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,SI,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,SK,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,E10-E14,TOTAL,TR,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,AT,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,BE,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,CY,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,ES,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,HU,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED0-2,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,AT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,BE,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,BG,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,CZ,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,ES,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,HU,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,MT,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,SI,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED3_4,TR,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,AT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,BE,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,MT,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,PL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,ED5_6,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,AT,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,BE,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,CY,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,CZ,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,ES,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,HU,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,LV,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,MT,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,PL,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,SI,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,F32_F33,TOTAL,TR,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,AT,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,EL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,ES,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,HU,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,PL,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,RO,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED0-2,TR,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,AT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,BE,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,CY,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,CZ,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,EL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,ES,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,HU,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,LV,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,MT,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,PL,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,SI,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,SK,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED3_4,TR,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,AT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,BE,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,BG,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,CY,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,CZ,2008,5.1,u
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,EL,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,ES,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,HU,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,MT,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,PL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,SI,2008,2.9,u
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,SK,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,ED5_6,TR,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,AT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,BE,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,BG,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,CZ,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,EL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,ES,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,HU,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,LV,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,MT,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,PL,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,SI,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,SK,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,I10-I15,TOTAL,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,AT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,HU,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,PL,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED0-2,TR,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,AT,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,BE,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,CZ,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,ES,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,HU,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC7(1.0),A,Y25-34,M,J41-J44,ED3_4,PL,2008,0.9,
