STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DE,2005,8831,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DE,2006,8393,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DE,2007,8267,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,1995,2671,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,1996,3304,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,1997,1202,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,1998,1203,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,1999,2056,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2000,1541,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2001,1437,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2002,1603,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2003,1284,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2004,1540,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2005,1580,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2006,1479,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,DK,2007,1559,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,1995,1901,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,1996,3241,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,1997,3850,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,1998,3094,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,1999,2500,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2000,2695,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2001,2300,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2002,1970,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2003,1265,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2004,1364,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2005,1270,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2006,1283,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,EL,2007,1049,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,1995,2410,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,1996,2437,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,1997,2898,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,1998,3208,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,1999,3152,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2000,2763,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2001,2523,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2002,2461,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2003,2401,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2004,2444,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2005,2497,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2006,2451,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,ES,2007,2270,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,1995,925,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,1996,797,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,1997,739,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,1998,774,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,1999,825,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2000,729,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2001,5221,b
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2002,5329,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2003,5226,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2004,5355,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2005,6105,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2006,5444,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FI,2007,1173,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,1995,5442,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,1996,4909,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,1997,5030,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,1998,4839,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,1999,5175,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2000,4496,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2001,4389,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2002,4313,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2003,4778,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2004,4855,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2005,4926,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2006,67,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,FR,2007,1929,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,1995,470,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,1996,5141,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,1997,6697,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,1998,5816,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,1999,5003,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2000,3356,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2001,1559,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2002,1548,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2003,989,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2004,1505,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2005,1668,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2006,963,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IE,2007,809,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,1995,7125,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,1996,9885,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,1997,9325,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,1998,9381,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,1999,9341,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2000,8808,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2001,7902,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2002,6261,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2003,6341,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2004,6805,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2005,6684,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2006,6013,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,IT,2007,5812,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,1995,12148,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,1996,8570,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,1997,7514,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,1998,7666,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,1999,8985,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2000,8610,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2001,2325,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2002,9600,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2003,9795,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2004,9206,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2005,2184,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2006,5902,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,LU,2007,5355,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,1995,7561,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,1996,7827,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,1997,7993,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,1998,7079,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,1999,7133,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2000,5754,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2001,2837,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2002,1689,b
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2003,2835,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2004,2330,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2005,3218,b
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NL,2006,2819,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,1995,2789,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,1996,2427,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,1997,2269,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,1998,3811,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,1999,3770,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2000,4035,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2001,3555,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2002,3259,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2003,3161,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2004,2620,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2005,3773,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2006,1175,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,NO,2007,1158,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,1995,13068,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,1996,10531,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,1997,6811,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,1998,5682,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,1999,2682,b
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2000,2422,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2001,2951,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2002,880,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2003,899,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2004,967,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2005,878,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2006,933,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,PT,2007,816,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,1995,1191,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,1996,1413,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,1997,1270,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,1998,1451,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,1999,1450,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2000,1629,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2001,1577,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2002,1692,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2003,1355,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2004,1199,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2005,1691,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2006,1390,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,SE,2007,1158,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,1995,2778,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,1996,1539,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,1997,1789,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,1998,2114,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,1999,2474,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2000,2328,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2001,3056,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2002,2040,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2003,2139,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2004,1947,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2005,1658,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2006,1547,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A,UKC-M,2007,2048,d
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,1995,5451,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,1996,3554,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,1997,3501,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,1998,3321,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,1999,3301,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2000,3056,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2001,2763,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2002,2788,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2003,2629,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2004,2731,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2005,2564,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2006,2390,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,AT,2007,2156,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,1995,5616,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,1996,5059,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,1997,4933,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,1998,5112,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,1999,4924,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2000,4213,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2001,4242,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2002,3685,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2003,3456,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2004,3306,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2005,3167,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2006,2823,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,BE,2007,2733,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,CH,2004,3372,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,CH,2005,3340,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,CH,2006,3345,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,CH,2007,3208,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,DE,1995,5249,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,DE,1996,5098,
dataflow,ESTAT:HSW_AW_INAAG(1.0),A,RT,D_GE4,TOTAL,A_D-K,DE,1997,5021,
