STRUCTURE,STRUCTURE_ID,freq,unit,age,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LT,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LT,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LT,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LU,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LU,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LU,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LV,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LV,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,LV,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,MT,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,MT,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,MT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,NL,2007,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,NL,2020,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,NO,2007,0.1,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,NO,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,NO,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PL,2007,0.1,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PL,2013,0.0,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PL,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PT,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PT,2013,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,PT,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,RO,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,RO,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,RO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SE,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SE,2013,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SI,2007,0.5,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SI,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SI,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SK,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SK,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,SK,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,TR,2013,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,UK,2007,0.1,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,UK,2013,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,AT,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,BE,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,BG,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,CH,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,CY,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,CZ,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,DE,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,DK,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,EA19,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,EE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,EL,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,ES,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,EU27_2020,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,FI,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,FR,2020,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,HU,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,IE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,IS,2020,2.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,IT,2020,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,LT,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,LU,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,LV,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,MT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,NL,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,NO,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,PL,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,PT,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,RO,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,SE,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,SI,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D1-3,SK,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,AT,2020,1.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,BE,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,BG,2020,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,CH,2020,2.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,CY,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,CZ,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,DE,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,DK,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,EA19,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,EE,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,EL,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,ES,2020,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,EU27_2020,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,FI,2020,1.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,FR,2020,2.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,HU,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,IE,2020,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,IS,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,IT,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,LT,2020,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,LU,2020,1.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,LV,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,MT,2020,0.6,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,NL,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,NO,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,PL,2020,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,PT,2020,1.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,RO,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,SE,2020,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,SI,2020,0.9,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,D_GE4,SK,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,AT,2020,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,BE,2020,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,BG,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,CH,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,CY,2020,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,CZ,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,DE,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,DK,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,EA19,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,EE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,EL,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,ES,2020,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,EU27_2020,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,FI,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,FR,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,HU,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,IE,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,IS,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,IT,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,LT,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,LU,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,LV,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,MT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,NL,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,NO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,PL,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,PT,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,RO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,SE,2020,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,SI,2020,0.4,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,M_GE1,SK,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,AT,2020,2.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,BE,2020,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,BG,2020,0.5,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,CH,2020,3.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,CY,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,CZ,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,DE,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,DK,2020,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,EA19,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,EE,2020,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,EL,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,ES,2020,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,EU27_2020,2020,1.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,FI,2020,3.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,FR,2020,2.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,HR,2020,0.5,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,HU,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,IE,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,IS,2020,2.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,IT,2020,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,LT,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,LU,2020,2.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,LV,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,MT,2020,0.8,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,NL,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,NO,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,PL,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,PT,2020,2.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,RO,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,SE,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,SI,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,TOTAL,SK,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,AT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,BE,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,BG,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,CH,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,CY,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,CZ,2020,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,DE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,DK,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,EA19,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,EE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,EL,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,ES,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,EU27_2020,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,FI,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,FR,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,HU,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,IE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,IS,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,IT,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,LT,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,LU,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,LV,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,MT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,NL,2020,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,NO,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,PL,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,PT,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,RO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,SE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,SI,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-74,UNK,SK,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,AT,2007,17.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,AT,2013,17.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,AT,2020,19.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BE,2007,19.7,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BE,2013,20.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BE,2020,9.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BG,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BG,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,BG,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CH,2013,13.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CH,2020,12.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CY,2007,27.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CY,2013,16.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CY,2020,21.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CZ,2007,16.0,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CZ,2013,10.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,CZ,2020,12.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,DE,2007,24.6,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,DK,2007,27.8,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,DK,2013,17.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,DK,2020,14.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,EA19,2007,18.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,EA19,2020,9.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,EE,2007,26.0,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_PER_ACC,Y15-64,D1-3,EE,2013,,u
