STRUCTURE,STRUCTURE_ID,freq,unit,age,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EE,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EL,2007,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EL,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EL,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,ES,2007,0.8,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,ES,2013,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,ES,2020,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EU27_2020,2007,0.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EU27_2020,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,EU28,2007,0.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FI,2007,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FI,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FI,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FR,2007,0.7,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FR,2013,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,FR,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HR,2007,0.5,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HR,2013,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HU,2007,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HU,2013,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,HU,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IE,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IE,2013,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IE,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IS,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IS,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IT,2007,0.7,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IT,2013,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,IT,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LT,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LT,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LT,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LU,2007,0.5,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LU,2013,0.6,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LU,2020,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LV,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LV,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,LV,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,MT,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,MT,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,MT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,NL,2007,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,NL,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,NO,2007,0.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,NO,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,NO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PL,2007,0.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PL,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PL,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PT,2007,0.9,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PT,2013,0.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,PT,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,RO,2007,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,RO,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,RO,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SE,2007,0.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SE,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SI,2007,0.8,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SI,2013,0.7,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SI,2020,0.4,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SK,2007,0.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SK,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,SK,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,TR,2013,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,UK,2007,0.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,M_GE1,UK,2013,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,AT,2007,4.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,AT,2013,3.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,AT,2020,2.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BE,2007,2.6,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BE,2013,1.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BE,2020,1.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BG,2007,0.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BG,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,BG,2020,0.5,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CH,2013,3.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CH,2020,3.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CY,2007,2.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CY,2013,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CY,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CZ,2007,2.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CZ,2013,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,CZ,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,DE,2007,1.9,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,DE,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,DK,2007,3.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,DK,2013,2.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,DK,2020,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EA19,2007,2.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EA19,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EE,2007,1.7,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EE,2013,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EE,2020,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EL,2007,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EL,2013,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EL,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,ES,2007,3.1,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,ES,2013,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,ES,2020,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EU27_2020,2007,2.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EU27_2020,2020,1.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,EU28,2007,2.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FI,2007,3.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FI,2013,3.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FI,2020,3.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FR,2007,3.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FR,2013,3.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,FR,2020,2.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HR,2007,1.9,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HR,2013,1.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HR,2020,0.5,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HU,2007,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HU,2013,0.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,HU,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IE,2007,1.0,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IE,2013,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IE,2020,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IS,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IS,2020,2.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IT,2007,2.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IT,2013,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,IT,2020,1.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LT,2007,0.7,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LT,2013,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LT,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LU,2007,2.8,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LU,2013,3.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LU,2020,2.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LV,2007,1.4,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LV,2013,0.9,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,LV,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,MT,2007,2.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,MT,2013,1.3,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,MT,2020,0.8,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,NL,2007,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,NL,2020,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,NO,2007,1.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,NO,2013,1.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,NO,2020,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PL,2007,1.0,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PL,2013,0.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PL,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PT,2007,2.5,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PT,2013,2.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,PT,2020,2.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,RO,2007,1.7,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,RO,2013,1.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,RO,2020,0.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SE,2007,1.7,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SE,2013,1.8,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SE,2020,1.6,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SI,2007,3.4,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SI,2013,2.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SI,2020,1.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SK,2007,1.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SK,2013,2.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,SK,2020,1.0,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,TR,2013,1.5,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,UK,2007,1.9,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,TOTAL,UK,2013,1.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,AT,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,AT,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,AT,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BE,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BE,2013,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BE,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BG,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BG,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,BG,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CH,2013,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CH,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CY,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CY,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CY,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CZ,2007,0.1,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CZ,2013,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,CZ,2020,0.1,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,DE,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,DE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,DK,2007,0.2,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,DK,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,DK,2020,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EA19,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EA19,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EE,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EE,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EL,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EL,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EL,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,ES,2007,0.3,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,ES,2013,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,ES,2020,0.3,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EU27_2020,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EU27_2020,2020,0.2,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,EU28,2007,0.2,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FI,2007,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FI,2013,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FI,2020,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FR,2007,0.3,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FR,2013,0.2,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,FR,2020,0.4,
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HR,2007,0.3,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HR,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HR,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HU,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HU,2013,0.1,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,HU,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IE,2007,,du
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IE,2013,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IE,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IS,2007,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IS,2020,,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IT,2007,0.1,d
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IT,2013,0.0,u
dataflow,ESTAT:HSW_AC3(1.0),A,PC_EMP_PREEMP_M12,Y15-64,UNK,IT,2020,0.2,
