STRUCTURE,STRUCTURE_ID,freq,unit,marsta,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,CZ,2011,55.688,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,DE,2011,330.499,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,DK,2011,32.662,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,EE,2011,15.699,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,EL,2011,33.107,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,ES,2011,150.378,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,FI,2011,44.207,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,FR,2011,137.756,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,HR,2011,22.48,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,HU,2011,86.784,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,IE,2011,9.837,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,IS,2011,1.677,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,IT,2011,142.463,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,LT,2011,21.14,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,LU,2011,2.5,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,LV,2011,17.177,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,NL,2011,86.587,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,PL,2011,219.171,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,PT,2011,65.096,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,RO,2011,205.61,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,SE,2011,28.948,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,SI,2011,14.29,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,SK,2011,31.107,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,TR,2011,335.603,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,F,UK,2011,287.702,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,AT,2011,30.824,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,BE,2011,35.903,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,BG,2011,11.396,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,CH,2011,14.49,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,CY,2011,0.712,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,CZ,2011,27.563,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,DE,2011,200.68,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,DK,2011,17.907,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,EE,2011,7.428,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,EL,2011,7.477,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,ES,2011,42.883,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,FI,2011,25.061,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,FR,2011,74.259,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,HR,2011,7.885,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,HU,2011,31.52,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,IE,2011,7.235,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,IS,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,IT,2011,50.751,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,LT,2011,8.585,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,LU,2011,0.969,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,LV,2011,4.986,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,NL,2011,42.033,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,PL,2011,80.703,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,PT,2011,15.704,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,RO,2011,51.17,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,SE,2011,13.867,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,SI,2011,9.434,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,SK,2011,8.045,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,TR,2011,34.591,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,M,UK,2011,229.153,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,AT,2011,90.815,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,BE,2011,91.875,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,BG,2011,49.755,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,CH,2011,61.105,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,CY,2011,3.731,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,CZ,2011,83.251,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,DE,2011,531.178,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,DK,2011,50.568,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,EE,2011,23.127,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,EL,2011,40.584,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,ES,2011,193.26,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,FI,2011,69.268,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,FR,2011,212.015,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,HR,2011,30.365,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,HU,2011,118.304,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,IE,2011,17.071,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,IS,2011,2.44,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,IT,2011,193.213,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,LT,2011,29.725,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,LU,2011,3.469,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,LV,2011,22.163,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,NL,2011,128.62,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,PL,2011,299.875,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,PT,2011,80.8,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,RO,2011,256.78,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,SE,2011,42.814,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,SI,2011,23.724,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,SK,2011,39.153,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,TR,2011,370.194,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1070,Y55-64,T,UK,2011,516.854,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,AT,2011,266.296,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,BE,2011,352.766,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,BG,2011,240.078,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,CH,2011,259.99,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,CY,2011,20.231,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,CZ,2011,473.613,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,DE,2011,1792.342,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,DK,2011,137.888,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,EE,2011,66.698,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,EL,2011,237.115,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,ES,2011,1075.04,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,FI,2011,154.64,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,FR,2011,1655.083,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,HR,2011,125.514,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,HU,2011,428.216,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,IE,2011,96.494,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,IS,2011,5.271,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,IT,2011,1566.664,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,LT,2011,156.679,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,LU,2011,15.519,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,LV,2011,98.077,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,MT,2011,8.582,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,NL,2011,382.328,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,PL,2011,1160.675,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,PT,2011,269.681,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,RO,2011,591.557,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,SE,2011,155.981,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,SI,2011,32.259,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,SK,2011,175.322,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,TR,2011,1016.636,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,F,UK,2011,2253.549,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,AT,2011,169.659,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,BE,2011,260.319,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,BG,2011,116.625,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,CH,2011,169.233,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,CY,2011,6.112,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,CZ,2011,293.721,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,DE,2011,1154.829,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,DK,2011,116.714,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,EE,2011,31.99,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,EL,2011,91.631,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,ES,2011,639.692,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,FI,2011,121.82,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,FR,2011,1089.226,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,HR,2011,38.737,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,HU,2011,210.554,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,IE,2011,51.521,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,IS,2011,5.946,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,IT,2011,876.258,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,LT,2011,67.35,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,LU,2011,10.377,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,LV,2011,59.751,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,MT,2011,6.051,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,NL,2011,288.965,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,PL,2011,414.79,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,PT,2011,166.544,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,RO,2011,269.314,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,SE,2011,118.776,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,SI,2011,14.964,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,SK,2011,77.199,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,TR,2011,325.85,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,M,UK,2011,1499.185,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,AT,2011,435.956,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,BE,2011,613.084,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,BG,2011,356.703,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,CH,2011,429.223,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,CY,2011,26.343,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,CZ,2011,767.334,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,DE,2011,2947.171,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,DK,2011,254.602,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,EE,2011,98.688,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,EL,2011,328.746,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,ES,2011,1714.732,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,FI,2011,276.46,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,FR,2011,2744.309,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,HR,2011,164.251,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,HU,2011,638.77,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,IE,2011,148.016,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,IS,2011,11.218,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,IT,2011,2442.922,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,LT,2011,224.029,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,LU,2011,25.896,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,LV,2011,157.828,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,MT,2011,14.633,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,NL,2011,671.293,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,PL,2011,1575.465,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,PT,2011,436.225,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,RO,2011,860.871,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,SE,2011,274.757,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,SI,2011,47.223,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,SK,2011,252.52,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,TR,2011,1342.486,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,TOTAL,T,UK,2011,3752.734,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,ES,2011,2.905,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,NL,2011,1.587,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,RO,2011,12.042,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,TR,2011,39.226,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,F,UK,2011,22.829,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,ENDLUN,PB1071,Y15-24,M,LV,2011,,u
