STRUCTURE,STRUCTURE_ID,freq,frequenc,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,BE,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,BG,2008,3.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,EL,2008,5.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,ES,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,HU,2008,4.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,ED5_6,RO,2008,7.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,BE,2008,9.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,BG,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,CY,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,CZ,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,EL,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,ES,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,HU,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,LV,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,MT,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,RO,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,SI,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y75-84,TOTAL,SK,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED0-2,BE,2008,7.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED0-2,BG,2008,3.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED0-2,EL,2008,4.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED0-2,ES,2008,0.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED0-2,RO,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED3_4,BE,2008,5.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,ED5_6,BE,2008,12.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,BE,2008,8.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,BG,2008,2.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,EL,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,ES,2008,1.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,HU,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,M,Y_GE85,TOTAL,RO,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,BE,2008,11.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,BG,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,CY,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,CZ,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,EL,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,ES,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,HU,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,LV,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,MT,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,RO,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,SI,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED0-2,SK,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,BE,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,BG,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,CY,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,CZ,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,EL,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,ES,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,HU,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,LV,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,MT,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,RO,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,SI,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED3_4,SK,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,BE,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,BG,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,CY,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,CZ,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,EL,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,ES,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,HU,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,LV,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,MT,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,RO,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,SI,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,ED5_6,SK,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,BE,2008,16.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,BG,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,CY,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,CZ,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,EL,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,ES,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,HU,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,LV,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,MT,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,RO,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,SI,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,TOTAL,TOTAL,SK,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,BE,2008,13.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,CY,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,CZ,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,EL,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,ES,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,HU,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,LV,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,MT,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,RO,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,SI,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED0-2,SK,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,BE,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,BG,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,CY,2008,10.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,CZ,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,EL,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,ES,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,HU,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,LV,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,MT,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,RO,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,SI,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED3_4,SK,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,BE,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,CY,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,EL,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,ES,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,HU,2008,12.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,LV,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,MT,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,RO,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,ED5_6,SK,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,BE,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,BG,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,CY,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,CZ,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,EL,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,ES,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,HU,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,LV,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,MT,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,RO,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,SI,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y15-24,TOTAL,SK,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,BE,2008,11.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,BG,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,CY,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,CZ,2008,23.9,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,EL,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,ES,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,HU,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,LV,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,MT,2008,3.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,RO,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED0-2,SI,2008,18.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,BE,2008,20.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,BG,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,CY,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,CZ,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,EL,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,ES,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,HU,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,LV,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,MT,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,RO,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,SI,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED3_4,SK,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,BE,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,BG,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,CY,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,CZ,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,EL,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,ES,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,HU,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,LV,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,MT,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,RO,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,SI,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,ED5_6,SK,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,BE,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,BG,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,CY,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,CZ,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,EL,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,ES,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,HU,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,LV,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,MT,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,RO,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,SI,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y25-34,TOTAL,SK,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,BE,2008,12.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,BG,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,CY,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,EL,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,ES,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,HU,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,LV,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,MT,2008,4.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,RO,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED0-2,SI,2008,10.9,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,BE,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,BG,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,CY,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,CZ,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,EL,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,ES,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,HU,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,LV,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,MT,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,RO,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,SI,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED3_4,SK,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,BE,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,BG,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,CY,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,CZ,2008,32.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,EL,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,ES,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,HU,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,LV,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,MT,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,RO,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,SI,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,ED5_6,SK,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,BE,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,BG,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,CY,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,CZ,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,EL,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,ES,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,HU,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,LV,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,MT,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,RO,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,SI,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y35-44,TOTAL,SK,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,BE,2008,14.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,BG,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,CY,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,CZ,2008,15.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,EL,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,ES,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,HU,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,LV,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,MT,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,LT1M,T,Y45-54,ED0-2,RO,2008,11.7,
