STRUCTURE,STRUCTURE_ID,freq,frequenc,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,EL,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,ES,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,HU,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,LV,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,MT,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,RO,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,SI,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED3_4,SK,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,BE,2008,39.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,BG,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,CY,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,EL,2008,29.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,ES,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,HU,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,LV,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,MT,2008,21.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,RO,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,SI,2008,38.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,ED5_6,SK,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,BE,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,BG,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,CY,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,CZ,2008,25.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,EL,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,ES,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,HU,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,LV,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,MT,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,RO,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,SI,2008,25.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y55-64,TOTAL,SK,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,BE,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,BG,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,CY,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,CZ,2008,28.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,EL,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,ES,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,HU,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,LV,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,MT,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,RO,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,SI,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED0-2,SK,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,BE,2008,45.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,BG,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,CY,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,CZ,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,EL,2008,23.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,ES,2008,43.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,HU,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,LV,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,MT,2008,24.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,RO,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,SI,2008,25.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED3_4,SK,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,BE,2008,61.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,BG,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,EL,2008,25.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,ES,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,HU,2008,22.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,LV,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,RO,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,ED5_6,SK,2008,19.9,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,BE,2008,37.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,BG,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,CY,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,CZ,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,EL,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,ES,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,HU,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,LV,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,MT,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,RO,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,SI,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y65-74,TOTAL,SK,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,BE,2008,30.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,BG,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,CY,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,CZ,2008,12.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,EL,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,ES,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,HU,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,LV,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,MT,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,RO,2008,7.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,SI,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED0-2,SK,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,BE,2008,48.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,BG,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,CY,2008,17.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,CZ,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,EL,2008,13.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,ES,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,HU,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,MT,2008,23.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,RO,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED3_4,SK,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED5_6,BE,2008,59.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED5_6,EL,2008,10.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED5_6,ES,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,ED5_6,RO,2008,16.9,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,BE,2008,36.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,BG,2008,6.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,CY,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,CZ,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,EL,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,ES,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,HU,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,LV,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,MT,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,RO,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,SI,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y75-84,TOTAL,SK,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,BE,2008,23.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,BG,2008,6.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,CY,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,EL,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,ES,2008,12.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,HU,2008,13.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,MT,2008,4.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED0-2,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED3_4,BE,2008,43.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED5_6,BE,2008,53.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,ED5_6,ES,2008,49.9,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,BE,2008,29.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,BG,2008,4.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,CY,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,CZ,2008,10.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,EL,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,ES,2008,14.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,HU,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,LV,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,MT,2008,4.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,F,Y_GE85,TOTAL,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,BE,2008,23.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,BG,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,CY,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,CZ,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,EL,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,ES,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,HU,2008,25.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,LV,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,MT,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,RO,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,SI,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED0-2,SK,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,BE,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,BG,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,CY,2008,40.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,CZ,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,EL,2008,44.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,ES,2008,40.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,HU,2008,27.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,LV,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,MT,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,RO,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,SI,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED3_4,SK,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,BE,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,BG,2008,31.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,CY,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,CZ,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,EL,2008,47.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,ES,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,HU,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,LV,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,MT,2008,27.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,RO,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,SI,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,ED5_6,SK,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,BE,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,BG,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,CY,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,CZ,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,EL,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,ES,2008,40.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,HU,2008,29.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,LV,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,MT,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,RO,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,SI,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,TOTAL,TOTAL,SK,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,BE,2008,3.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,BG,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,CY,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,CZ,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,EL,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,ES,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,HU,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,LV,2008,7.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,RO,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,SI,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED0-2,SK,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,BE,2008,8.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,BG,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,CY,2008,33.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,CZ,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,EL,2008,45.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,ES,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,HU,2008,19.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,LV,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,MT,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,RO,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,SI,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED3_4,SK,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,BE,2008,12.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,CY,2008,42.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,ES,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,LV,2008,12.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,MT,2008,14.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,RO,2008,19.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,ED5_6,SK,2008,8.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,BE,2008,7.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,BG,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,CY,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,CZ,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,EL,2008,34.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,ES,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,HU,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,LV,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NBINGE,M,Y15-24,TOTAL,MT,2008,12.8,
