STRUCTURE,STRUCTURE_ID,freq,unit,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,1997,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,1999,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2000,105,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2001,132,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2002,125,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2003,128,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2004,124,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2005,126,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EE,2006,120,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1994,126,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1995,118,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1996,129,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1997,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,1999,93,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2000,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2001,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2002,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2003,71,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2004,66,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2005,55,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,EL,2006,55,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1994,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1995,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1996,95,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1997,95,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,1999,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2000,108,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2001,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2002,103,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2003,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2004,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2005,87,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,ES,2006,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1994,114,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1995,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1996,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1997,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,1999,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2000,89,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2001,87,b
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2002,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2003,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2004,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2005,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FI,2006,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1994,112,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1995,104,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1996,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1997,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,1999,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2000,102,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2001,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2002,99,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2003,95,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2004,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2005,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,FR,2006,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1994,130,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1995,123,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1996,110,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1997,103,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,1999,93,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2000,93,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2001,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2002,84,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2003,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2004,79,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2005,79,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,HU,2006,74,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1994,59,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1995,62,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1996,104,b
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1997,115,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,1999,,d
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2000,,d
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2001,,d
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2002,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2003,105,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2004,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2005,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IE,2006,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1994,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1995,102,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1996,102,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1997,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,1999,99,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2000,99,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2001,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2002,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2003,80,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2004,75,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2005,71,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,IT,2006,69,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1994,123,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1995,117,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1996,114,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1997,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,1999,93,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2000,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2001,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2002,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2003,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2004,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,JP,2005,81,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,1995,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,1996,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,1997,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,1999,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2000,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2001,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2002,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2003,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2004,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2005,104,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LT,2006,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1994,96,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1995,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1996,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1997,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,1999,105,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2000,104,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2001,97,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2002,109,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2003,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2004,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2005,72,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LU,2006,78,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,1999,75,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2000,65,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2001,116,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2002,108,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2003,84,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2004,79,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2005,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,LV,2006,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1994,111,e
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1995,106,e
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1996,92,e
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1997,112,e
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,1999,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2000,77,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2001,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2002,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2003,90,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2004,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2005,77,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,MT,2006,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1994,110,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1995,108,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1996,109,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1997,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,1999,108,b
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2000,105,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2001,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2002,100,b
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2003,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2004,73,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NL,2005,100,b
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,1995,95,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,1996,89,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,1997,81,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,1999,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2000,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2001,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2002,74,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2003,68,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2004,59,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2005,64,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,NO,2006,63,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,1997,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,1999,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2000,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2001,78,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2002,76,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2003,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2004,84,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2005,80,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PL,2006,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1994,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1995,109,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1996,109,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1997,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,1999,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2000,88,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2001,91,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2002,74,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2003,72,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2004,75,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2005,74,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,PT,2006,76,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,1997,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,1999,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2000,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2001,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2002,104,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2003,111,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2004,103,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2005,96,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,RO,2006,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1994,84,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1995,76,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1996,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1997,81,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,1999,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2000,111,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2001,113,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2002,101,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2003,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2004,86,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2005,85,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SE,2006,82,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1994,102,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1995,109,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1996,110,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1997,106,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,1999,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2000,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2001,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2002,94,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2003,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2004,98,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2005,84,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SI,2006,70,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,1995,95,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,1996,96,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,1997,107,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,1998,100,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,1999,92,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,2000,87,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,2001,83,
dataflow,ESTAT:HSW_IND(1.0),A,INX,EM0611,SK,2002,77,
