STRUCTURE,STRUCTURE_ID,freq,unit,facility,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NL,2017,72.96,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NL,2018,72.67,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NL,2019,72.55,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NL,2020,72.79,p
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2002,107.24,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2003,109.42,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2004,110.91,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2005,112.69,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2006,113.46,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2007,114.25,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2008,115.36,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2009,117.57,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2010,118.39,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2011,119.99,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2012,120.26,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2013,122.57,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2014,124.36,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2015,127.46,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2016,129.27,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2017,130.61,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2018,132.38,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2019,133.82,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2020,135.79,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO,2021,137.16,p
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2002,112.62,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2003,116.01,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2004,116.74,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2005,120.85,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2006,122.74,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2007,123.67,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2008,126.68,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2009,130.29,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2010,131.11,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2011,134.59,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2012,136.33,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2013,139.69,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2014,141.78,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO01,2015,146.94,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2002,91.44,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2003,91.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2004,91.30,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2005,92.24,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2006,92.15,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2007,92.48,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2008,91.49,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2009,91.83,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2010,92.58,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2011,95.93,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2012,95.23,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2013,98.20,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2014,101.32,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO02,2015,101.67,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2002,125.70,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2003,129.07,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2004,130.22,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2005,131.08,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2006,130.45,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2007,131.56,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2008,131.56,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2009,132.74,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2010,133.85,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2011,133.11,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2012,133.65,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2013,134.86,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2014,135.18,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO03,2015,137.38,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2002,121.64,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2003,123.60,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2004,124.72,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2005,125.71,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2006,128.56,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2007,130.06,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2008,131.94,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2009,135.53,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2010,136.29,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2011,137.67,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2012,138.33,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2013,140.89,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2014,142.93,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO04,2015,145.62,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2002,91.94,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2003,93.22,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2004,96.60,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2005,98.62,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2006,99.44,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2007,100.62,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2008,101.16,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2009,103.07,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2010,103.92,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2011,104.84,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2012,104.14,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2013,106.54,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2014,107.69,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO05,2015,112.15,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2002,107.22,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2003,108.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2004,111.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2005,110.99,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2006,111.91,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2007,112.19,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2008,113.37,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2009,115.61,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2010,114.48,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2011,117.54,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2012,119.11,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2013,119.38,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2014,121.21,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO06,2015,123.25,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2002,95.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2003,98.45,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2004,98.40,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2005,99.72,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2006,98.66,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2007,97.81,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2008,98.90,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2009,100.63,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2010,101.82,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2011,101.65,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2012,100.40,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2013,102.30,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2014,104.42,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,NO07,2015,106.07,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2003,444.14,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2004,437.78,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2005,429.94,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2006,431.32,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2007,431.73,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2008,600.85,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2009,602.09,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2010,595.01,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2011,577.79,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2012,570.21,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2013,556.71,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2014,540.88,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2015,530.14,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2016,524.01,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2017,511.94,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2018,504.98,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2019,498.95,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL,2020,514.35,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2003,376.92,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2004,369.76,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2005,365.81,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2006,381.52,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2007,384.83,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2008,598.45,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2009,615.56,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2010,635.69,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2011,612.91,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2012,586.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2013,592.67,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2014,536.07,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL11,2015,536.28,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2003,433.17,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2004,411.40,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2005,413.60,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2006,422.71,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2007,423.52,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2008,560.15,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2009,561.30,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2010,561.52,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2011,545.70,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2012,539.25,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2013,526.64,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2014,534.55,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL12,2015,515.82,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2003,401.27,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2004,396.51,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2005,400.93,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2006,396.73,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2007,394.36,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2008,571.27,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2009,592.21,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2010,591.46,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2011,577.26,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2012,555.20,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2013,514.00,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2014,509.65,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL21,2015,487.95,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2003,534.79,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2004,557.28,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2005,542.64,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2006,524.61,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2007,514.13,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2008,728.59,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2009,725.05,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2010,703.13,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2011,676.30,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2012,671.16,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2013,651.57,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2014,596.21,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL22,2015,568.79,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2003,536.45,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2004,531.62,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2005,536.48,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2006,595.56,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2007,529.27,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2008,674.78,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2009,691.27,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2010,675.15,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2011,639.02,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2012,632.41,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2013,582.95,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2014,570.99,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL31,2015,581.01,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2003,458.97,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2004,441.14,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2005,435.93,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2006,420.42,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2007,416.00,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2008,637.82,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2009,608.17,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2010,616.03,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2011,603.95,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2012,585.03,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2013,591.96,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2014,572.82,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL32,2015,553.34,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2003,379.40,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2004,357.98,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2005,351.98,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2006,354.85,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2007,358.80,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2008,534.91,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2009,529.33,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2010,525.46,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2011,520.25,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2012,515.66,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2013,524.03,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2014,485.06,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL33,2015,496.18,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2003,468.87,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2004,444.20,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2005,432.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2006,419.58,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2007,437.50,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2008,642.62,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2009,664.77,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2010,640.92,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2011,609.02,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2012,616.03,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2013,585.85,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2014,610.01,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL34,2015,617.37,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2003,496.91,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2004,509.41,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2005,481.20,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2006,515.02,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2007,520.65,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2008,727.79,b
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2009,698.61,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2010,675.51,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2011,675.23,
dataflow,ESTAT:HLTH_RS_BDSNS(1.0),A,HAB_P,NRCBED,PL41,2012,683.43,
