STRUCTURE,STRUCTURE_ID,freq,unit,severity,sizeclas,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2000,546431,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2001,534494,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2002,527040,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2003,530001,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2004,522670,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2005,718916,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2006,661282,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,1-9,TOTAL,EU15_NO,2007,656398,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,1996,11000,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,1997,11409,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,1998,12929,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,1999,12112,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2000,10185,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2001,9369,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2002,9742,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2003,11816,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2004,11966,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2005,12446,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2006,9708,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A,EU15_NO,2007,9294,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,1996,479245,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,1997,489999,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,1998,534426,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,1999,552325,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2000,575289,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2001,573039,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2002,611977,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2003,609858,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2004,613847,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2005,796790,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2006,785458,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,A_D-K,EU15_NO,2007,799985,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,1996,184148,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,1997,188540,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,1998,202683,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,1999,203084,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2000,206133,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2001,199451,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2002,201386,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2003,193760,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2004,192168,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2005,241834,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2006,237581,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,D,EU15_NO,2007,239301,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,1996,2058,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,1997,2690,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,1998,2804,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,1999,2457,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2000,3119,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2001,2616,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2002,2597,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2003,2785,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2004,2953,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2005,4110,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2006,4101,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,E,EU15_NO,2007,3849,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,1996,117045,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,1997,119437,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,1998,133710,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,1999,140957,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2000,151813,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2001,156528,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2002,166830,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2003,171985,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2004,177282,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2005,231459,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2006,232796,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,F,EU15_NO,2007,234809,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,1996,74386,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,1997,75184,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,1998,80420,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,1999,84214,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2000,88918,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2001,88287,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2002,98442,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2003,98570,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2004,95931,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2005,126495,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2006,123838,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,G,EU15_NO,2007,124828,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,1996,27345,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,1997,27768,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,1998,30207,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,1999,33420,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2000,35260,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2001,35398,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2002,39367,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2003,39116,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2004,41163,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2005,56914,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2006,55936,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,H,EU15_NO,2007,60376,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,1996,34266,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,1997,35955,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,1998,39287,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,1999,41944,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2000,43598,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2001,43826,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2002,49971,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2003,48101,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2004,50162,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2005,72429,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2006,70631,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,I,EU15_NO,2007,74847,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,1996,27555,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,1997,29016,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,1998,32386,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,1999,34137,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2000,36261,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2001,37563,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2002,43643,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2003,43725,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2004,42222,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2005,51104,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2006,50865,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,J_K,EU15_NO,2007,52681,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,1996,539912,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,1997,558450,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,1998,605380,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,1999,628857,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2000,656584,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2001,648365,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2002,696282,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2003,699668,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2004,707994,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2005,919854,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2006,903825,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,10-49,TOTAL,EU15_NO,2007,927611,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,1996,1888,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,1997,2394,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,1998,2886,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,1999,2256,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2000,2088,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2001,1787,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2002,2136,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2003,2658,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2004,2316,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2005,2320,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2006,1808,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A,EU15_NO,2007,1770,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,1996,112077,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,1997,122231,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,1998,132873,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,1999,138897,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2000,143420,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2001,136677,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2002,135616,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2003,130547,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2004,127899,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2005,177573,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2006,179556,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,A_D-K,EU15_NO,2007,178593,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,1996,62350,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,1997,69260,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,1998,73204,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,1999,69243,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2000,70225,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2001,64547,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2002,61887,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2003,57821,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2004,56270,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2005,81962,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2006,80322,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,D,EU15_NO,2007,78920,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,1996,1135,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,1997,1860,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,1998,2006,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,1999,1412,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2000,1324,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2001,1103,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2002,1195,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2003,1319,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2004,1328,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2005,1678,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2006,1668,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,E,EU15_NO,2007,1646,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,1996,8206,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,1997,8481,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,1998,9735,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,1999,9907,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2000,9978,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2001,9331,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2002,8786,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2003,9184,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2004,8791,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2005,10923,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2006,12774,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,F,EU15_NO,2007,11919,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,1996,13882,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,1997,13763,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,1998,15193,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,1999,17202,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2000,18719,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2001,19375,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2002,20713,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2003,21547,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2004,21772,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2005,25885,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2006,25626,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,G,EU15_NO,2007,25452,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,1996,3169,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,1997,2989,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,1998,3354,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,1999,3586,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2000,3813,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2001,3677,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2002,4277,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2003,4706,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2004,5177,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2005,4886,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2006,5283,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,H,EU15_NO,2007,5741,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,1996,7845,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,1997,9008,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,1998,10005,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,1999,10913,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2000,11833,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2001,11303,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2002,10851,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2003,11552,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2004,12005,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2005,16296,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2006,16325,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,I,EU15_NO,2007,17091,p
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,1996,13354,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,1997,14476,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,1998,16490,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,1999,24378,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,2000,25441,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,2001,25553,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,2002,25770,
dataflow,ESTAT:HSW_AW_NNASZ(1.0),A,NR,D_GE4,250-499,J_K,EU15_NO,2003,21760,
