STRUCTURE,STRUCTURE_ID,freq,unit,severity,injury,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ079,EU15_NO,2005,181,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ079,EU15_NO,2006,154,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ079,EU15_NO,2007,154,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,1997,219,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,1998,209,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,1999,212,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2000,104,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2001,95,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2002,93,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2003,68,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2004,71,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2005,87,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2006,59,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ080,EU15_NO,2007,118,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2002,7,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2003,70,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2004,57,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2005,62,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2006,31,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ081,EU15_NO,2007,49,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2003,11,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2004,,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ082,EU15_NO,2005,4,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2001,2,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2002,2,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2003,35,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2004,43,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2005,37,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2006,38,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ089,EU15_NO,2007,38,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,1997,242,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,1998,276,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,1999,306,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2000,336,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2001,239,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2002,48,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2003,30,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2004,29,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2005,23,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2006,81,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ090,EU15_NO,2007,84,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,1997,6,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,1998,3,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,1999,8,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2000,94,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2001,68,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2002,44,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2003,94,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2004,310,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2005,339,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2006,325,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ091,EU15_NO,2007,406,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2003,31,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2004,29,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2005,57,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2006,64,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ092,EU15_NO,2007,83,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2001,1441,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2003,167,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2004,116,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2005,87,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2006,96,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ099,EU15_NO,2007,103,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,1997,30,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,1998,33,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,1999,26,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2000,17,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2001,11,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2002,7,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2003,52,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2004,58,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2005,47,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2006,31,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ100,EU15_NO,2007,15,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2003,20,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2004,12,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2005,16,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2006,21,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ101,EU15_NO,2007,14,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,1997,91,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,1998,86,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,1999,73,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2000,69,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2001,63,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2002,32,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2003,192,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2004,64,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2005,78,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2006,61,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ102,EU15_NO,2007,55,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2003,10,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2004,17,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2005,21,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2006,16,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ103,EU15_NO,2007,8,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2003,44,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2004,45,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2005,50,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2006,30,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ109,EU15_NO,2007,55,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,1997,27,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,1998,57,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,1999,1300,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2000,1499,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2001,48,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2002,5,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2003,128,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2004,302,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2005,317,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2006,729,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ110,EU15_NO,2007,248,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2003,468,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2004,417,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2005,521,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2006,616,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ111,EU15_NO,2007,637,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,1997,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,1998,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,1999,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2000,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2001,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2002,0,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2003,233,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2004,235,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2005,207,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2006,238,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ112,EU15_NO,2007,246,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,1997,99,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,1998,99,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,1999,106,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2000,99,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2001,71,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2002,134,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2003,136,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2004,165,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2005,244,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2006,201,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ119,EU15_NO,2007,181,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,1997,633,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,1998,820,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,1999,793,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2000,6895,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2001,6480,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2002,6598,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2003,6352,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2004,6361,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2005,6993,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2006,6851,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,INJ120,EU15_NO,2007,6205,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,1997,17833,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,1998,18000,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,1999,17063,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2000,10477,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2001,9492,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2002,9833,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2003,6221,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2004,11435,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2005,9301,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2006,8683,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,OTH,EU15_NO,2007,6528,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1997,390455,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1998,402070,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1999,403358,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2000,421722,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2001,439388,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2002,419491,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2003,426894,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2004,440736,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2005,487466,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2006,467223,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2007,420400,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,1997,5862,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,1998,5778,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,1999,6589,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2000,6581,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2001,7011,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2002,19910,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2003,25352,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2004,20341,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2005,73770,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2006,62339,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D4-6,UNK,EU15_NO,2007,40700,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,1997,304937,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,1998,300398,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,1999,297801,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2000,195321,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2001,191265,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2002,164669,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2003,170546,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2004,175458,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2005,159285,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2006,151624,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ010,EU15_NO,2007,125256,p
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,1997,11953,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,1998,13574,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,1999,13373,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2000,63750,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2001,62175,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2002,62550,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2003,77946,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2004,83004,
dataflow,ESTAT:HSW_AW_NINSV(1.0),A,NR,D7-13,INJ011,EU15_NO,2005,93299,
